"","LRScore","ligpair","recpair","allpair","type_gene_A","type_gene_B","gene_A","gene_B","source","target","cellpair","interaction_type"
"2982",-0.1151329,"Fibroblast cell/FN1|L","Endocrine cell/ITGB6|R","Fibroblast cell/FN1|L@Endocrine cell/ITGB6|R","Ligand","Receptor","FN1|L","ITGB6|R","Fibroblast cell","Endocrine cell","Fibroblast cell@Endocrine cell","LR"
"2983",-0.11507821,"Stellate cell/LAMB1|L","Ductal cell type 2/ITGA6|R","Stellate cell/LAMB1|L@Ductal cell type 2/ITGA6|R","Ligand","Receptor","LAMB1|L","ITGA6|R","Stellate cell","Ductal cell type 2","Stellate cell@Ductal cell type 2","LR"
"2984",-0.11507821,"Stellate cell/LAMB1|L","Ductal cell type 2/ITGA6|R","Stellate cell/LAMB1|L@Ductal cell type 2/ITGA6|R","Ligand","Receptor","LAMB1|L","ITGA6|R","Stellate cell","Ductal cell type 2","Stellate cell@Ductal cell type 2","LR"
"2985",-0.1150771,"Fibroblast cell/COL6A1|L","Ductal cell type 1/SDC1|R","Fibroblast cell/COL6A1|L@Ductal cell type 1/SDC1|R","Ligand","Receptor","COL6A1|L","SDC1|R","Fibroblast cell","Ductal cell type 1","Fibroblast cell@Ductal cell type 1","LR"
"2986",-0.1150423,"Endothelial cell/ADAM10|L","Endocrine cell/TSPAN12|R","Endothelial cell/ADAM10|L@Endocrine cell/TSPAN12|R","Ligand","Receptor","ADAM10|L","TSPAN12|R","Endothelial cell","Endocrine cell","Endothelial cell@Endocrine cell","LR"
"2987",-0.1150333,"Stellate cell/COL1A2|L","Endothelial cell/CD93|R","Stellate cell/COL1A2|L@Endothelial cell/CD93|R","Ligand","Receptor","COL1A2|L","CD93|R","Stellate cell","Endothelial cell","Stellate cell@Endothelial cell","LR"
"2988",-0.1148379,"Stellate cell/COL1A1|L","Stellate cell/ITGA5|R","Stellate cell/COL1A1|L@Stellate cell/ITGA5|R","Ligand","Receptor","COL1A1|L","ITGA5|R","Stellate cell","Stellate cell","Stellate cell@Stellate cell","LR"
"2989",-0.114815,"Fibroblast cell/VCAN|L","T cell/SELL|R","Fibroblast cell/VCAN|L@T cell/SELL|R","Ligand","Receptor","VCAN|L","SELL|R","Fibroblast cell","T cell","Fibroblast cell@T cell","LR"
"2990",-0.1147793,"Fibroblast cell/COL6A1|L","Ductal cell type 1/ITGA3|R","Fibroblast cell/COL6A1|L@Ductal cell type 1/ITGA3|R","Ligand","Receptor","COL6A1|L","ITGA3|R","Fibroblast cell","Ductal cell type 1","Fibroblast cell@Ductal cell type 1","LR"
"2991",-0.1147675,"Ductal cell type 2/HLA-A|L","Ductal cell type 2/APLP2|R","Ductal cell type 2/HLA-A|L@Ductal cell type 2/APLP2|R","Ligand","Receptor","HLA-A|L","APLP2|R","Ductal cell type 2","Ductal cell type 2","Ductal cell type 2@Ductal cell type 2","LR"
"2992",-0.11473836,"Fibroblast cell/LAMB1|L","Ductal cell type 2/ITGA1|R","Fibroblast cell/LAMB1|L@Ductal cell type 2/ITGA1|R","Ligand","Receptor","LAMB1|L","ITGA1|R","Fibroblast cell","Ductal cell type 2","Fibroblast cell@Ductal cell type 2","LR"
"2993",-0.1144523,"Stellate cell/VIM|L","Ductal cell type 1/CD44|R","Stellate cell/VIM|L@Ductal cell type 1/CD44|R","Ligand","Receptor","VIM|L","CD44|R","Stellate cell","Ductal cell type 1","Stellate cell@Ductal cell type 1","LR"
"2994",-0.1144317,"Fibroblast cell/THBS2|L","Stellate cell/NOTCH3|R","Fibroblast cell/THBS2|L@Stellate cell/NOTCH3|R","Ligand","Receptor","THBS2|L","NOTCH3|R","Fibroblast cell","Stellate cell","Fibroblast cell@Stellate cell","LR"
"2995",-0.1143446,"Macrophage cell/TIMP2|L","Stellate cell/ITGB1|R","Macrophage cell/TIMP2|L@Stellate cell/ITGB1|R","Ligand","Receptor","TIMP2|L","ITGB1|R","Macrophage cell","Stellate cell","Macrophage cell@Stellate cell","LR"
"2996",-0.11428994,"Endothelial cell/ANGPTL4|L","Fibroblast cell/SDC1|R","Endothelial cell/ANGPTL4|L@Fibroblast cell/SDC1|R","Ligand","Receptor","ANGPTL4|L","SDC1|R","Endothelial cell","Fibroblast cell","Endothelial cell@Fibroblast cell","LR"
"2997",-0.11428857,"Stellate cell/FN1|L","Endocrine cell/CD44|R","Stellate cell/FN1|L@Endocrine cell/CD44|R","Ligand","Receptor","FN1|L","CD44|R","Stellate cell","Endocrine cell","Stellate cell@Endocrine cell","LR"
"2998",-0.1142138,"Stellate cell/S100A10|L","Ductal cell type 1/CFTR|R","Stellate cell/S100A10|L@Ductal cell type 1/CFTR|R","Ligand","Receptor","S100A10|L","CFTR|R","Stellate cell","Ductal cell type 1","Stellate cell@Ductal cell type 1","LR"
"2999",-0.1141757,"Endocrine cell/ARF1|L","Endothelial cell/INSR|R","Endocrine cell/ARF1|L@Endothelial cell/INSR|R","Ligand","Receptor","ARF1|L","INSR|R","Endocrine cell","Endothelial cell","Endocrine cell@Endothelial cell","LR"
"3000",-0.11410205,"Ductal cell type 2/CDH1|L","Fibroblast cell/EGFR|R","Ductal cell type 2/CDH1|L@Fibroblast cell/EGFR|R","Ligand","Receptor","CDH1|L","EGFR|R","Ductal cell type 2","Fibroblast cell","Ductal cell type 2@Fibroblast cell","LR"
"3001",-0.11393052,"Fibroblast cell/LAMB1|L","Ductal cell type 1/ITGA2|R","Fibroblast cell/LAMB1|L@Ductal cell type 1/ITGA2|R","Ligand","Receptor","LAMB1|L","ITGA2|R","Fibroblast cell","Ductal cell type 1","Fibroblast cell@Ductal cell type 1","LR"
"3002",-0.1139125,"Ductal cell type 2/CGN|L","Fibroblast cell/TGFBR2|R","Ductal cell type 2/CGN|L@Fibroblast cell/TGFBR2|R","Ligand","Receptor","CGN|L","TGFBR2|R","Ductal cell type 2","Fibroblast cell","Ductal cell type 2@Fibroblast cell","LR"
"3003",-0.11390456,"Stellate cell/DCN|L","Endothelial cell/MET|R","Stellate cell/DCN|L@Endothelial cell/MET|R","Ligand","Receptor","DCN|L","MET|R","Stellate cell","Endothelial cell","Stellate cell@Endothelial cell","LR"
"3004",-0.11384424,"Fibroblast cell/TIMP2|L","Endocrine cell/CD44|R","Fibroblast cell/TIMP2|L@Endocrine cell/CD44|R","Ligand","Receptor","TIMP2|L","CD44|R","Fibroblast cell","Endocrine cell","Fibroblast cell@Endocrine cell","LR"
"3005",-0.11380476,"Endocrine cell/SEMA4D|L","Ductal cell type 2/ERBB2|R","Endocrine cell/SEMA4D|L@Ductal cell type 2/ERBB2|R","Ligand","Receptor","SEMA4D|L","ERBB2|R","Endocrine cell","Ductal cell type 2","Endocrine cell@Ductal cell type 2","LR"
"3006",-0.113483,"Endothelial cell/ADAM15|L","Endothelial cell/ITGB1|R","Endothelial cell/ADAM15|L@Endothelial cell/ITGB1|R","Ligand","Receptor","ADAM15|L","ITGB1|R","Endothelial cell","Endothelial cell","Endothelial cell@Endothelial cell","LR"
"3007",-0.11345714,"Endothelial cell/COL4A2|L","Fibroblast cell/ITGA11|R","Endothelial cell/COL4A2|L@Fibroblast cell/ITGA11|R","Ligand","Receptor","COL4A2|L","ITGA11|R","Endothelial cell","Fibroblast cell","Endothelial cell@Fibroblast cell","LR"
"3008",-0.1133368,"T cell/CALR|L","Fibroblast cell/LRP1|R","T cell/CALR|L@Fibroblast cell/LRP1|R","Ligand","Receptor","CALR|L","LRP1|R","T cell","Fibroblast cell","T cell@Fibroblast cell","LR"
"3009",-0.11332875,"Ductal cell type 2/HBEGF|L","Endothelial cell/CD9|R","Ductal cell type 2/HBEGF|L@Endothelial cell/CD9|R","Ligand","Receptor","HBEGF|L","CD9|R","Ductal cell type 2","Endothelial cell","Ductal cell type 2@Endothelial cell","LR"
"3010",-0.11325976,"Fibroblast cell/PLAT|L","Stellate cell/LRP1|R","Fibroblast cell/PLAT|L@Stellate cell/LRP1|R","Ligand","Receptor","PLAT|L","LRP1|R","Fibroblast cell","Stellate cell","Fibroblast cell@Stellate cell","LR"
"3011",-0.1132348,"Stellate cell/COL1A1|L","Fibroblast cell/ITGA5|R","Stellate cell/COL1A1|L@Fibroblast cell/ITGA5|R","Ligand","Receptor","COL1A1|L","ITGA5|R","Stellate cell","Fibroblast cell","Stellate cell@Fibroblast cell","LR"
"3012",-0.1131444,"Fibroblast cell/SERPINF1|L","Fibroblast cell/PLXDC1|R","Fibroblast cell/SERPINF1|L@Fibroblast cell/PLXDC1|R","Ligand","Receptor","SERPINF1|L","PLXDC1|R","Fibroblast cell","Fibroblast cell","Fibroblast cell@Fibroblast cell","LR"
"3013",-0.1131084,"Fibroblast cell/FN1|L","Ductal cell type 2/SDC1|R","Fibroblast cell/FN1|L@Ductal cell type 2/SDC1|R","Ligand","Receptor","FN1|L","SDC1|R","Fibroblast cell","Ductal cell type 2","Fibroblast cell@Ductal cell type 2","LR"
"3014",-0.11303757,"T cell/LGALS9|L","Fibroblast cell/LRP1|R","T cell/LGALS9|L@Fibroblast cell/LRP1|R","Ligand","Receptor","LGALS9|L","LRP1|R","T cell","Fibroblast cell","T cell@Fibroblast cell","LR"
"3015",-0.11303095,"Fibroblast cell/LAMA2|L","Ductal cell type 2/ITGA6|R","Fibroblast cell/LAMA2|L@Ductal cell type 2/ITGA6|R","Ligand","Receptor","LAMA2|L","ITGA6|R","Fibroblast cell","Ductal cell type 2","Fibroblast cell@Ductal cell type 2","LR"
"3016",-0.11303095,"Fibroblast cell/LAMA2|L","Ductal cell type 2/ITGA6|R","Fibroblast cell/LAMA2|L@Ductal cell type 2/ITGA6|R","Ligand","Receptor","LAMA2|L","ITGA6|R","Fibroblast cell","Ductal cell type 2","Fibroblast cell@Ductal cell type 2","LR"
"3017",-0.1130211,"Endothelial cell/ADAM15|L","Fibroblast cell/ITGB1|R","Endothelial cell/ADAM15|L@Fibroblast cell/ITGB1|R","Ligand","Receptor","ADAM15|L","ITGB1|R","Endothelial cell","Fibroblast cell","Endothelial cell@Fibroblast cell","LR"
"3018",-0.1129677,"Stellate cell/DCN|L","Macrophage cell/TLR4|R","Stellate cell/DCN|L@Macrophage cell/TLR4|R","Ligand","Receptor","DCN|L","TLR4|R","Stellate cell","Macrophage cell","Stellate cell@Macrophage cell","LR"
"3019",-0.1129066,"Endocrine cell/POSTN|L","Fibroblast cell/PTK7|R","Endocrine cell/POSTN|L@Fibroblast cell/PTK7|R","Ligand","Receptor","POSTN|L","PTK7|R","Endocrine cell","Fibroblast cell","Endocrine cell@Fibroblast cell","LR"
"3020",-0.1128472,"Endothelial cell/HSPG2|L","Fibroblast cell/DAG1|R","Endothelial cell/HSPG2|L@Fibroblast cell/DAG1|R","Ligand","Receptor","HSPG2|L","DAG1|R","Endothelial cell","Fibroblast cell","Endothelial cell@Fibroblast cell","LR"
"3021",-0.1127911,"T cell/CCL5|L","Ductal cell type 1/SDC4|R","T cell/CCL5|L@Ductal cell type 1/SDC4|R","Ligand","Receptor","CCL5|L","SDC4|R","T cell","Ductal cell type 1","T cell@Ductal cell type 1","LR"
"3022",-0.11276327,"Stellate cell/COL4A2|L","Ductal cell type 1/ITGB8|R","Stellate cell/COL4A2|L@Ductal cell type 1/ITGB8|R","Ligand","Receptor","COL4A2|L","ITGB8|R","Stellate cell","Ductal cell type 1","Stellate cell@Ductal cell type 1","LR"
"3023",-0.11275372,"B cell/CCL5|L","Fibroblast cell/SDC1|R","B cell/CCL5|L@Fibroblast cell/SDC1|R","Ligand","Receptor","CCL5|L","SDC1|R","B cell","Fibroblast cell","B cell@Fibroblast cell","LR"
"3024",-0.11273275,"Fibroblast cell/APP|L","Ductal cell type 2/NCSTN|R","Fibroblast cell/APP|L@Ductal cell type 2/NCSTN|R","Ligand","Receptor","APP|L","NCSTN|R","Fibroblast cell","Ductal cell type 2","Fibroblast cell@Ductal cell type 2","LR"
"3025",-0.1127172,"Macrophage cell/LGALS1|L","Ductal cell type 1/ITGB1|R","Macrophage cell/LGALS1|L@Ductal cell type 1/ITGB1|R","Ligand","Receptor","LGALS1|L","ITGB1|R","Macrophage cell","Ductal cell type 1","Macrophage cell@Ductal cell type 1","LR"
"3026",-0.1126338,"Endothelial cell/COL4A1|L","Fibroblast cell/ITGA11|R","Endothelial cell/COL4A1|L@Fibroblast cell/ITGA11|R","Ligand","Receptor","COL4A1|L","ITGA11|R","Endothelial cell","Fibroblast cell","Endothelial cell@Fibroblast cell","LR"
"3027",-0.11260875,"Ductal cell type 1/COL18A1|L","Ductal cell type 2/ITGA1|R","Ductal cell type 1/COL18A1|L@Ductal cell type 2/ITGA1|R","Ligand","Receptor","COL18A1|L","ITGA1|R","Ductal cell type 1","Ductal cell type 2","Ductal cell type 1@Ductal cell type 2","LR"
"3028",-0.11259515,"Stellate cell/CCL5|L","Fibroblast cell/SDC1|R","Stellate cell/CCL5|L@Fibroblast cell/SDC1|R","Ligand","Receptor","CCL5|L","SDC1|R","Stellate cell","Fibroblast cell","Stellate cell@Fibroblast cell","LR"
"3029",-0.11253574,"Stellate cell/COL18A1|L","Endocrine cell/GPC1|R","Stellate cell/COL18A1|L@Endocrine cell/GPC1|R","Ligand","Receptor","COL18A1|L","GPC1|R","Stellate cell","Endocrine cell","Stellate cell@Endocrine cell","LR"
