,ligand,receptor,source,target,lr_means,cellphone_pvals,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
0,INS,INSR,Endocrine cell,Endothelial cell,4.5797925,0.0,Ligand,Receptor,INS,INSR,4.5797925
1,INS,INSR,Endocrine cell,Ductal cell type 1,4.2806954,0.0,Ligand,Receptor,INS,INSR,4.2806954
2,INS,IGF1R,Endocrine cell,Endocrine cell,4.274984,0.0,Ligand,Receptor,INS,IGF1R,4.274984
3,INS,INSR,Endocrine cell,Acinar cell,4.2559094,0.0,Ligand,Receptor,INS,INSR,4.2559094
4,INS,IGF1R,Endocrine cell,Ductal cell type 1,4.230842,0.0,Ligand,Receptor,INS,IGF1R,4.230842
5,INS,INSR,Endocrine cell,Endocrine cell,4.2270813,0.0,Ligand,Receptor,INS,INSR,4.2270813
6,INS,IGF1R,Endocrine cell,Endothelial cell,4.2246933,0.0,Ligand,Receptor,INS,IGF1R,4.2246933
7,INS,INSR,Endocrine cell,Macrophage cell,4.2141085,0.0,Ligand,Receptor,INS,INSR,4.2141085
8,INS,INSR,Endocrine cell,Fibroblast cell,4.212983,0.0,Ligand,Receptor,INS,INSR,4.212983
9,INS,INSR,Endocrine cell,B cell,4.202652,0.0,Ligand,Receptor,INS,INSR,4.202652
10,PRSS1,F2RL3,Acinar cell,Endothelial cell,3.766583,0.0,Ligand,Receptor,PRSS1,F2RL3,3.766583
11,PRSS1,F2R,Acinar cell,Fibroblast cell,3.6952753,0.0,Ligand,Receptor,PRSS1,F2R,3.6952753
12,PRSS1,F2RL1,Acinar cell,Ductal cell type 1,3.6648264,0.0,Ligand,Receptor,PRSS1,F2RL1,3.6648264
13,PRSS1,F2RL3,Acinar cell,B cell,3.5742102,0.0,Ligand,Receptor,PRSS1,F2RL3,3.5742102
14,PRSS1,F2R,Acinar cell,Endothelial cell,3.5625982,0.0,Ligand,Receptor,PRSS1,F2R,3.5625982
15,PRSS1,PARD3,Acinar cell,Ductal cell type 1,3.5322363,0.0,Ligand,Receptor,PRSS1,PARD3,3.5322363
16,PRSS1,PARD3,Acinar cell,Endocrine cell,3.5054739,0.0,Ligand,Receptor,PRSS1,PARD3,3.5054739
17,APP,CD74,Endothelial cell,Macrophage cell,3.2077851,0.0,Ligand,Receptor,APP,CD74,3.2077851
18,APP,CD74,Ductal cell type 1,Macrophage cell,3.158946,0.0,Ligand,Receptor,APP,CD74,3.158946
19,LUM,ITGB1,Fibroblast cell,Stellate cell,3.0456848,0.0,Ligand,Receptor,LUM,ITGB1,3.0456848
20,INS,INSR,B cell,Endothelial cell,2.988236,0.005,Ligand,Receptor,INS,INSR,2.988236
21,CEL,CXCR4,Acinar cell,Macrophage cell,2.980834,0.0,Ligand,Receptor,CEL,CXCR4,2.980834
22,LUM,ITGB1,Fibroblast cell,Fibroblast cell,2.955544,0.0,Ligand,Receptor,LUM,ITGB1,2.955544
23,SPINK1,EGFR,Acinar cell,Fibroblast cell,2.8983183,0.0,Ligand,Receptor,SPINK1,EGFR,2.8983183
24,IAPP,RAMP2,Endocrine cell,Endothelial cell,2.894829,0.0,Ligand,Receptor,IAPP,RAMP2,2.894829
25,SPINK1,EGFR,Acinar cell,Ductal cell type 1,2.8727698,0.0,Ligand,Receptor,SPINK1,EGFR,2.8727698
26,TIMP1,CD63,Fibroblast cell,Fibroblast cell,2.8498154,0.0,Ligand,Receptor,TIMP1,CD63,2.8498154
27,APP,CD74,Fibroblast cell,Macrophage cell,2.8114753,0.0,Ligand,Receptor,APP,CD74,2.8114753
28,SPINK1,EGFR,Acinar cell,Endocrine cell,2.8107066,0.0,Ligand,Receptor,SPINK1,EGFR,2.8107066
29,APP,CD74,Stellate cell,Macrophage cell,2.7988741,0.0,Ligand,Receptor,APP,CD74,2.7988741
30,APP,CD74,Endocrine cell,Macrophage cell,2.7968621,0.0,Ligand,Receptor,APP,CD74,2.7968621
31,LUM,ITGB1,Fibroblast cell,Endothelial cell,2.753808,0.0,Ligand,Receptor,LUM,ITGB1,2.753808
33,INS,IGF1R,B cell,Endocrine cell,2.6834276,0.008,Ligand,Receptor,INS,IGF1R,2.6834276
34,B2M,CD3D,Endothelial cell,B cell,2.676447,0.0,Ligand,Receptor,B2M,CD3D,2.676447
35,APP,CD74,B cell,Macrophage cell,2.6680272,0.0,Ligand,Receptor,APP,CD74,2.6680272
36,APP,CD74,Acinar cell,Macrophage cell,2.6656823,0.0,Ligand,Receptor,APP,CD74,2.6656823
38,INS,INSR,Acinar cell,Endothelial cell,2.6534758,0.0,Ligand,Receptor,INS,INSR,2.6534758
39,TIMP1,CD63,Fibroblast cell,B cell,2.647728,0.0,Ligand,Receptor,TIMP1,CD63,2.647728
40,B2M,CD247,Endothelial cell,B cell,2.6428177,0.0,Ligand,Receptor,B2M,CD247,2.6428177
41,INS,IGF1R,B cell,Ductal cell type 1,2.639286,0.01,Ligand,Receptor,INS,IGF1R,2.639286
44,INS,INSR,Macrophage cell,Endothelial cell,2.6301894,0.0,Ligand,Receptor,INS,INSR,2.6301894
45,IAPP,RAMP3,Endocrine cell,Endothelial cell,2.62734,0.0,Ligand,Receptor,IAPP,RAMP3,2.62734
46,INS,INSR,Endothelial cell,Endothelial cell,2.6249242,0.0,Ligand,Receptor,INS,INSR,2.6249242
49,APP,CD74,Endothelial cell,Endothelial cell,2.6132352,0.0,Ligand,Receptor,APP,CD74,2.6132352
51,INS,INSR,Ductal cell type 1,Endothelial cell,2.6074796,0.0,Ligand,Receptor,INS,INSR,2.6074796
52,B2M,TFRC,Endothelial cell,Endocrine cell,2.6069448,0.0,Ligand,Receptor,B2M,TFRC,2.6069448
53,TIMP1,CD63,Fibroblast cell,Ductal cell type 1,2.5911264,0.0,Ligand,Receptor,TIMP1,CD63,2.5911264
54,LUM,ITGB1,Fibroblast cell,Ductal cell type 1,2.5695763,0.0,Ligand,Receptor,LUM,ITGB1,2.5695763
55,INS,INSR,Stellate cell,Endothelial cell,2.56919,0.0,Ligand,Receptor,INS,INSR,2.56919
56,INS,INSR,Fibroblast cell,Endothelial cell,2.5659118,0.0,Ligand,Receptor,INS,INSR,2.5659118
57,APP,CD74,Ductal cell type 1,Endothelial cell,2.5643961,0.0,Ligand,Receptor,APP,CD74,2.5643961
58,APP,CD74,Macrophage cell,Macrophage cell,2.5390255,0.0,Ligand,Receptor,APP,CD74,2.5390255
59,TIMP1,CD63,Fibroblast cell,Endothelial cell,2.5301297,0.0,Ligand,Receptor,TIMP1,CD63,2.5301297
60,COPA,CD74,Ductal cell type 1,Macrophage cell,2.5137806,0.0,Ligand,Receptor,COPA,CD74,2.5137806
61,LUM,ITGB1,Fibroblast cell,Macrophage cell,2.5118797,0.0,Ligand,Receptor,LUM,ITGB1,2.5118797
62,COPA,CD74,Fibroblast cell,Macrophage cell,2.5114427,0.0,Ligand,Receptor,COPA,CD74,2.5114427
63,COPA,CD74,Endothelial cell,Macrophage cell,2.5062785,0.0,Ligand,Receptor,COPA,CD74,2.5062785
64,S100A10,CFTR,Ductal cell type 1,Ductal cell type 1,2.5057588,0.0,Ligand,Receptor,S100A10,CFTR,2.5057588
65,LGALS1,ITGB1,Fibroblast cell,Stellate cell,2.5044155,0.0,Ligand,Receptor,LGALS1,ITGB1,2.5044155
66,COPA,CD74,B cell,Macrophage cell,2.5043683,0.0,Ligand,Receptor,COPA,CD74,2.5043683
67,COPA,CD74,Macrophage cell,Macrophage cell,2.493724,0.0,Ligand,Receptor,COPA,CD74,2.493724
68,B2M,CD3D,B cell,B cell,2.4764936,0.0,Ligand,Receptor,B2M,CD3D,2.4764936
69,TIMP1,CD63,Fibroblast cell,Stellate cell,2.4745598,0.0,Ligand,Receptor,TIMP1,CD63,2.4745598
70,LGALS1,ITGB1,Stellate cell,Stellate cell,2.4642165,0.0,Ligand,Receptor,LGALS1,ITGB1,2.4642165
71,HLA-DRA,CD4,Macrophage cell,Macrophage cell,2.4630702,0.0,Ligand,Receptor,HLA-DRA,CD4,2.4630702
72,TIMP1,CD63,Fibroblast cell,Macrophage cell,2.4628663,0.0,Ligand,Receptor,TIMP1,CD63,2.4628663
73,COPA,CD74,Endocrine cell,Macrophage cell,2.460663,0.0,Ligand,Receptor,COPA,CD74,2.460663
74,LUM,ITGB1,Fibroblast cell,Endocrine cell,2.4571888,0.0,Ligand,Receptor,LUM,ITGB1,2.4571888
75,COPA,CD74,Acinar cell,Macrophage cell,2.44758,0.0,Ligand,Receptor,COPA,CD74,2.44758
76,B2M,CD247,B cell,B cell,2.4428644,0.0,Ligand,Receptor,B2M,CD247,2.4428644
77,LGALS1,ITGB1,Fibroblast cell,Fibroblast cell,2.4142747,0.0,Ligand,Receptor,LGALS1,ITGB1,2.4142747
78,B2M,TFRC,B cell,Endocrine cell,2.4069915,0.001,Ligand,Receptor,B2M,TFRC,2.4069915
80,CALM2,AQP1,Stellate cell,Endothelial cell,2.3786428,0.0,Ligand,Receptor,CALM2,AQP1,2.3786428
81,LGALS1,ITGB1,Stellate cell,Fibroblast cell,2.3740757,0.0,Ligand,Receptor,LGALS1,ITGB1,2.3740757
82,HSP90AA1,CFTR,Ductal cell type 1,Ductal cell type 1,2.3665905,0.0,Ligand,Receptor,HSP90AA1,CFTR,2.3665905
83,LUM,ITGB1,Fibroblast cell,Acinar cell,2.3595831,0.0,Ligand,Receptor,LUM,ITGB1,2.3595831
