,ligand,receptor,source,target,lr_means,cellphone_pvals,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
25,LUM,ITGB1,Fibroblast cell,Stellate cell,3.0284362,0.0,Ligand,Receptor,LUM,ITGB1,3.0284362
26,LUM,ITGB1,Fibroblast cell,Fibroblast cell,3.0240302,0.0,Ligand,Receptor,LUM,ITGB1,3.0240302
27,APP,CD74,Endothelial cell,B cell,3.019802,0.0,Ligand,Receptor,APP,CD74,3.019802
28,B2M,CD3D,Ductal cell type 2,T cell,3.0058334,0.0,Ligand,Receptor,B2M,CD3D,3.0058334
29,COL1A1,CD93,Fibroblast cell,Endothelial cell,2.9665086,0.0,Ligand,Receptor,COL1A1,CD93,2.9665086
30,B2M,CD3D,Fibroblast cell,T cell,2.9325168,0.0,Ligand,Receptor,B2M,CD3D,2.9325168
31,COL1A2,CD93,Fibroblast cell,Endothelial cell,2.9271193,0.0,Ligand,Receptor,COL1A2,CD93,2.9271193
32,TIMP1,CD63,Fibroblast cell,Endothelial cell,2.9156213,0.0,Ligand,Receptor,TIMP1,CD63,2.9156213
33,B2M,CD3G,T cell,T cell,2.9115644,0.0,Ligand,Receptor,B2M,CD3G,2.9115644
34,TIMP1,CD63,Fibroblast cell,Ductal cell type 2,2.910371,0.0,Ligand,Receptor,TIMP1,CD63,2.910371
35,TIMP1,CD63,Stellate cell,Fibroblast cell,2.892265,0.0,Ligand,Receptor,TIMP1,CD63,2.892265
44,B2M,CD3G,Endothelial cell,T cell,2.795525,0.0,Ligand,Receptor,B2M,CD3G,2.795525
46,APP,CD74,Endothelial cell,Macrophage cell,2.7757356,0.0,Ligand,Receptor,APP,CD74,2.7757356
49,LUM,ITGB1,Fibroblast cell,Endothelial cell,2.760715,0.0,Ligand,Receptor,LUM,ITGB1,2.760715
51,B2M,CD3G,Macrophage cell,T cell,2.7562945,0.0,Ligand,Receptor,B2M,CD3G,2.7562945
53,B2M,CD3D,T cell,Endocrine cell,2.7508876,0.0,Ligand,Receptor,B2M,CD3D,2.7508876
59,LGALS1,ITGB1,Fibroblast cell,Stellate cell,2.722589,0.0,Ligand,Receptor,LGALS1,ITGB1,2.722589
60,B2M,CD3D,Endocrine cell,T cell,2.719503,0.0,Ligand,Receptor,B2M,CD3D,2.719503
61,LGALS1,ITGB1,Fibroblast cell,Fibroblast cell,2.718183,0.0,Ligand,Receptor,LGALS1,ITGB1,2.718183
62,INS,LILRB2,Ductal cell type 2,Macrophage cell,2.7180753,0.0,Ligand,Receptor,INS,LILRB2,2.7180753
63,APP,CD74,Ductal cell type 2,B cell,2.7179637,0.0,Ligand,Receptor,APP,CD74,2.7179637
64,B2M,CD3G,B cell,T cell,2.7165763,0.0,Ligand,Receptor,B2M,CD3G,2.7165763
67,TIMP1,CD63,Fibroblast cell,Macrophage cell,2.7097874,0.0,Ligand,Receptor,TIMP1,CD63,2.7097874
68,INS,LILRB1,Ductal cell type 2,B cell,2.7088952,0.004,Ligand,Receptor,INS,LILRB1,2.7088952
69,B2M,CD3G,Stellate cell,T cell,2.70691,0.0,Ligand,Receptor,B2M,CD3G,2.70691
70,INS,LILRB2,Macrophage cell,Macrophage cell,2.706439,0.0,Ligand,Receptor,INS,LILRB2,2.706439
76,INS,LILRB2,Endothelial cell,Macrophage cell,2.6834788,0.0,Ligand,Receptor,INS,LILRB2,2.6834788
79,B2M,TFRC,T cell,Macrophage cell,2.6793258,0.0,Ligand,Receptor,B2M,TFRC,2.6793258
90,B2M,CD3D,T cell,Fibroblast cell,2.6564097,0.001,Ligand,Receptor,B2M,CD3D,2.6564097
92,B2M,CD247,T cell,T cell,2.6531444,0.0,Ligand,Receptor,B2M,CD247,2.6531444
94,B2M,CD3D,T cell,Macrophage cell,2.6495986,0.0,Ligand,Receptor,B2M,CD3D,2.6495986
95,B2M,CD3D,T cell,Ductal cell type 2,2.648692,0.0,Ligand,Receptor,B2M,CD3D,2.648692
105,B2M,CD3D,Endothelial cell,Endocrine cell,2.6348484,0.001,Ligand,Receptor,B2M,CD3D,2.6348484
113,B2M,CD3G,Ductal cell type 2,T cell,2.6256938,0.0,Ligand,Receptor,B2M,CD3G,2.6256938
114,APP,CD74,Fibroblast cell,B cell,2.6236267,0.0,Ligand,Receptor,APP,CD74,2.6236267
119,B2M,CD3D,T cell,Stellate cell,2.6152067,0.0,Ligand,Receptor,B2M,CD3D,2.6152067
122,B2M,CD1C,T cell,B cell,2.6121337,0.0,Ligand,Receptor,B2M,CD1C,2.6121337
123,B2M,LILRB2,T cell,Macrophage cell,2.612123,0.0,Ligand,Receptor,B2M,LILRB2,2.612123
124,LGALS1,ITGB1,Stellate cell,Stellate cell,2.6071668,0.0,Ligand,Receptor,LGALS1,ITGB1,2.6071668
125,B2M,CD3D,T cell,Endothelial cell,2.6062865,0.0,Ligand,Receptor,B2M,CD3D,2.6062865
126,B2M,TFRC,T cell,Ductal cell type 2,2.6056523,0.0,Ligand,Receptor,B2M,TFRC,2.6056523
128,B2M,LILRB1,T cell,B cell,2.602943,0.0,Ligand,Receptor,B2M,LILRB1,2.602943
129,LGALS1,ITGB1,Stellate cell,Fibroblast cell,2.6027608,0.0,Ligand,Receptor,LGALS1,ITGB1,2.6027608
132,TIMP1,CD63,Stellate cell,Stellate cell,2.5998936,0.0,Ligand,Receptor,TIMP1,CD63,2.5998936
133,APP,CD74,Endocrine cell,B cell,2.596787,0.0,Ligand,Receptor,APP,CD74,2.596787
135,TIMP1,CD63,Fibroblast cell,Endocrine cell,2.593937,0.0,Ligand,Receptor,TIMP1,CD63,2.593937
137,B2M,TFRC,T cell,Fibroblast cell,2.5896947,0.0,Ligand,Receptor,B2M,TFRC,2.5896947
140,TIMP1,CD63,Ductal cell type 2,Fibroblast cell,2.5655606,0.0,Ligand,Receptor,TIMP1,CD63,2.5655606
141,B2M,TFRC,Endothelial cell,Macrophage cell,2.5632865,0.0,Ligand,Receptor,B2M,TFRC,2.5632865
142,B2M,CD247,T cell,Endocrine cell,2.5584736,0.0,Ligand,Receptor,B2M,CD247,2.5584736
144,B2M,CD3G,Fibroblast cell,T cell,2.5523772,0.0,Ligand,Receptor,B2M,CD3G,2.5523772
145,APP,CD74,Stellate cell,B cell,2.5499356,0.0,Ligand,Receptor,APP,CD74,2.5499356
146,B2M,CD3G,T cell,Endocrine cell,2.5494487,0.0,Ligand,Receptor,B2M,CD3G,2.5494487
149,B2M,CD247,Endothelial cell,T cell,2.537105,0.0,Ligand,Receptor,B2M,CD247,2.537105
150,B2M,CD3D,Endothelial cell,Macrophage cell,2.5335593,0.005,Ligand,Receptor,B2M,CD3D,2.5335593
151,B2M,CD3D,Endothelial cell,Ductal cell type 2,2.5326526,0.0,Ligand,Receptor,B2M,CD3D,2.5326526
152,LUM,ITGB1,Fibroblast cell,Ductal cell type 2,2.5293846,0.0,Ligand,Receptor,LUM,ITGB1,2.5293846
153,B2M,TFRC,Macrophage cell,Macrophage cell,2.524056,0.0,Ligand,Receptor,B2M,TFRC,2.524056
155,HLA-B,CD3D,T cell,T cell,2.517693,0.0,Ligand,Receptor,HLA-B,CD3D,2.517693
157,COL1A1,ITGA3,Fibroblast cell,Ductal cell type 2,2.5001695,0.0,Ligand,Receptor,COL1A1,ITGA3,2.5001695
159,B2M,CD247,Macrophage cell,T cell,2.4978745,0.0,Ligand,Receptor,B2M,CD247,2.4978745
160,B2M,CD1C,Endothelial cell,B cell,2.4960945,0.0,Ligand,Receptor,B2M,CD1C,2.4960945
161,B2M,LILRB2,Endothelial cell,Macrophage cell,2.4960837,0.0,Ligand,Receptor,B2M,LILRB2,2.4960837
165,B2M,TFRC,Endothelial cell,Ductal cell type 2,2.489613,0.0,Ligand,Receptor,B2M,TFRC,2.489613
166,HLA-B,CD3D,Endothelial cell,T cell,2.4891908,0.0,Ligand,Receptor,HLA-B,CD3D,2.4891908
167,B2M,LILRB1,Endothelial cell,B cell,2.4869037,0.0,Ligand,Receptor,B2M,LILRB1,2.4869037
169,COL1A1,ITGA5,Fibroblast cell,Endothelial cell,2.4841738,0.0,Ligand,Receptor,COL1A1,ITGA5,2.4841738
171,B2M,TFRC,Stellate cell,Macrophage cell,2.4746714,0.0,Ligand,Receptor,B2M,TFRC,2.4746714
172,APP,CD74,Ductal cell type 2,Macrophage cell,2.4738972,0.0,Ligand,Receptor,APP,CD74,2.4738972
173,B2M,TFRC,Endothelial cell,Fibroblast cell,2.4736555,0.008,Ligand,Receptor,B2M,TFRC,2.4736555
174,COL1A1,ITGA1,Fibroblast cell,Stellate cell,2.4707549,0.0,Ligand,Receptor,COL1A1,ITGA1,2.4707549
175,COPA,CD74,Ductal cell type 2,B cell,2.4676046,0.0,Ligand,Receptor,COPA,CD74,2.4676046
178,COL1A2,ITGA3,Fibroblast cell,Ductal cell type 2,2.4607801,0.0,Ligand,Receptor,COL1A2,ITGA3,2.4607801
180,B2M,CD247,B cell,T cell,2.4581563,0.002,Ligand,Receptor,B2M,CD247,2.4581563
181,TIMP1,CD63,Fibroblast cell,B cell,2.4576957,0.001,Ligand,Receptor,TIMP1,CD63,2.4576957
182,B2M,CD1C,Macrophage cell,B cell,2.4568639,0.001,Ligand,Receptor,B2M,CD1C,2.4568639
183,B2M,LILRB2,Macrophage cell,Macrophage cell,2.4568532,0.0,Ligand,Receptor,B2M,LILRB2,2.4568532
184,LGALS1,ITGB1,Fibroblast cell,Endothelial cell,2.4548678,0.0,Ligand,Receptor,LGALS1,ITGB1,2.4548678
186,HLA-B,CD3D,B cell,T cell,2.4538605,0.0,Ligand,Receptor,HLA-B,CD3D,2.4538605
190,B2M,TFRC,Macrophage cell,Ductal cell type 2,2.4503825,0.0,Ligand,Receptor,B2M,TFRC,2.4503825
191,B2M,CD247,Stellate cell,T cell,2.44849,0.0,Ligand,Receptor,B2M,CD247,2.44849
192,COL1A1,CD44,Fibroblast cell,Macrophage cell,2.4479928,0.0,Ligand,Receptor,COL1A1,CD44,2.4479928
193,B2M,LILRB1,Macrophage cell,B cell,2.447673,0.0,Ligand,Receptor,B2M,LILRB1,2.447673
194,TIMP1,CD63,Stellate cell,Endothelial cell,2.4468,0.0,Ligand,Receptor,TIMP1,CD63,2.4468
197,APP,CD74,Macrophage cell,B cell,2.442764,0.0,Ligand,Receptor,APP,CD74,2.442764
198,B2M,CD247,Endothelial cell,Endocrine cell,2.4424343,0.0,Ligand,Receptor,B2M,CD247,2.4424343
199,TIMP1,CD63,Stellate cell,Ductal cell type 2,2.4415495,0.0,Ligand,Receptor,TIMP1,CD63,2.4415495
200,LUM,ITGB1,Fibroblast cell,Endocrine cell,2.4408686,0.0,Ligand,Receptor,LUM,ITGB1,2.4408686
202,TIMP1,CD63,Macrophage cell,Fibroblast cell,2.4392438,0.0,Ligand,Receptor,TIMP1,CD63,2.4392438
203,HLA-B,CD3D,Ductal cell type 2,T cell,2.4347875,0.0,Ligand,Receptor,HLA-B,CD3D,2.4347875
205,B2M,CD3G,Endothelial cell,Endocrine cell,2.4334095,0.0,Ligand,Receptor,B2M,CD3G,2.4334095
206,COL1A2,ITGA1,Fibroblast cell,Stellate cell,2.4313655,0.0,Ligand,Receptor,COL1A2,ITGA1,2.4313655
207,RPS19,C5AR1,B cell,Macrophage cell,2.4298904,0.0,Ligand,Receptor,RPS19,C5AR1,2.4298904
209,HLA-B,CANX,T cell,Ductal cell type 2,2.424792,0.0,Ligand,Receptor,HLA-B,CANX,2.424792
210,TIMP1,CD63,Fibroblast cell,T cell,2.4232469,0.0,Ligand,Receptor,TIMP1,CD63,2.4232469
213,B2M,LILRB2,B cell,Macrophage cell,2.417135,0.002,Ligand,Receptor,B2M,LILRB2,2.417135
214,SPARC,ENG,Fibroblast cell,Endothelial cell,2.4152784,0.0,Ligand,Receptor,SPARC,ENG,2.4152784
215,HLA-B,CD3D,Macrophage cell,T cell,2.4122505,0.0,Ligand,Receptor,HLA-B,CD3D,2.4122505
219,LGALS1,ITGB1,Macrophage cell,Stellate cell,2.4100688,0.0,Ligand,Receptor,LGALS1,ITGB1,2.4100688
220,COL1A2,CD44,Fibroblast cell,Macrophage cell,2.4086032,0.0,Ligand,Receptor,COL1A2,CD44,2.4086032
221,B2M,LILRB1,B cell,B cell,2.407955,0.007,Ligand,Receptor,B2M,LILRB1,2.407955
222,B2M,CD1C,Stellate cell,B cell,2.4074793,0.001,Ligand,Receptor,B2M,CD1C,2.4074793
223,B2M,LILRB2,Stellate cell,Macrophage cell,2.4074686,0.0,Ligand,Receptor,B2M,LILRB2,2.4074686
224,LGALS1,ITGB1,Macrophage cell,Fibroblast cell,2.4056628,0.0,Ligand,Receptor,LGALS1,ITGB1,2.4056628
225,B2M,CD247,Macrophage cell,Endocrine cell,2.4032037,0.001,Ligand,Receptor,B2M,CD247,2.4032037
228,B2M,LILRB1,Stellate cell,B cell,2.3982885,0.001,Ligand,Receptor,B2M,LILRB1,2.3982885
229,HLA-B,CANX,Endothelial cell,Ductal cell type 2,2.3962898,0.0,Ligand,Receptor,HLA-B,CANX,2.3962898
233,COL3A1,ITGA1,Fibroblast cell,Stellate cell,2.3923547,0.0,Ligand,Receptor,COL3A1,ITGA1,2.3923547
236,APP,CD74,Fibroblast cell,Macrophage cell,2.37956,0.0,Ligand,Receptor,APP,CD74,2.37956
237,APP,CD74,Endothelial cell,Endothelial cell,2.3788755,0.0,Ligand,Receptor,APP,CD74,2.3788755
238,RPS19,C5AR1,T cell,Macrophage cell,2.3787248,0.0,Ligand,Receptor,RPS19,C5AR1,2.3787248
239,TIMP1,CD63,Endothelial cell,Fibroblast cell,2.3715363,0.0,Ligand,Receptor,TIMP1,CD63,2.3715363
241,B2M,CD247,Ductal cell type 2,T cell,2.3672738,0.008,Ligand,Receptor,B2M,CD247,2.3672738
245,COPA,CD74,Endothelial cell,B cell,2.3623445,0.0,Ligand,Receptor,COPA,CD74,2.3623445
246,HLA-B,CANX,B cell,Ductal cell type 2,2.3609595,0.0,Ligand,Receptor,HLA-B,CANX,2.3609595
249,APP,CD74,Endocrine cell,Macrophage cell,2.3527203,0.0,Ligand,Receptor,APP,CD74,2.3527203
250,HLA-A,CD3D,Ductal cell type 2,T cell,2.3516266,0.0,Ligand,Receptor,HLA-A,CD3D,2.3516266
252,COPA,CD74,Macrophage cell,B cell,2.3463843,0.0,Ligand,Receptor,COPA,CD74,2.3463843
254,HLA-B,CANX,Ductal cell type 2,Ductal cell type 2,2.3418868,0.0,Ligand,Receptor,HLA-B,CANX,2.3418868
255,APP,CD74,B cell,B cell,2.34163,0.006,Ligand,Receptor,APP,CD74,2.34163
256,LGALS1,ITGB1,Stellate cell,Endothelial cell,2.3394456,0.0,Ligand,Receptor,LGALS1,ITGB1,2.3394456
258,COPA,CD74,Endocrine cell,B cell,2.3353214,0.0,Ligand,Receptor,COPA,CD74,2.3353214
260,COL1A1,SDC1,Fibroblast cell,Ductal cell type 2,2.3274348,0.0,Ligand,Receptor,COL1A1,SDC1,2.3274348
261,COPA,CD74,Fibroblast cell,B cell,2.3270345,0.0,Ligand,Receptor,COPA,CD74,2.3270345
263,B2M,LILRB2,Ductal cell type 2,Macrophage cell,2.3262525,0.0,Ligand,Receptor,B2M,LILRB2,2.3262525
264,COL1A1,ITGA1,Fibroblast cell,Endothelial cell,2.3227806,0.0,Ligand,Receptor,COL1A1,ITGA1,2.3227806
268,HLA-B,CANX,Macrophage cell,Ductal cell type 2,2.3193498,0.0,Ligand,Receptor,HLA-B,CANX,2.3193498
270,COL1A1,CD44,Fibroblast cell,B cell,2.3130872,0.0,Ligand,Receptor,COL1A1,CD44,2.3130872
271,TIMP1,CD63,Endocrine cell,Fibroblast cell,2.3119783,0.007,Ligand,Receptor,TIMP1,CD63,2.3119783
272,COL1A1,DDR1,Fibroblast cell,Ductal cell type 2,2.306766,0.0,Ligand,Receptor,COL1A1,DDR1,2.306766
273,APP,CD74,Stellate cell,Macrophage cell,2.305869,0.0,Ligand,Receptor,APP,CD74,2.305869
274,COPA,CD74,B cell,B cell,2.3058507,0.0,Ligand,Receptor,COPA,CD74,2.3058507
275,HLA-A,CD3D,T cell,T cell,2.304504,0.0,Ligand,Receptor,HLA-A,CD3D,2.304504
276,COL1A1,ITGA1,Fibroblast cell,Fibroblast cell,2.3043156,0.0,Ligand,Receptor,COL1A1,ITGA1,2.3043156
279,LUM,ITGB1,Fibroblast cell,Macrophage cell,2.2952254,0.0,Ligand,Receptor,LUM,ITGB1,2.2952254
282,COL1A1,CD44,Fibroblast cell,Ductal cell type 2,2.2896204,0.0,Ligand,Receptor,COL1A1,CD44,2.2896204
284,COL1A2,SDC1,Fibroblast cell,Ductal cell type 2,2.2880454,0.0,Ligand,Receptor,COL1A2,SDC1,2.2880454
285,COL1A2,ITGA1,Fibroblast cell,Endothelial cell,2.283391,0.0,Ligand,Receptor,COL1A2,ITGA1,2.283391
286,COL1A1,CD44,Fibroblast cell,Stellate cell,2.2815588,0.0,Ligand,Receptor,COL1A1,CD44,2.2815588
288,COL1A2,CD44,Fibroblast cell,B cell,2.2736976,0.0,Ligand,Receptor,COL1A2,CD44,2.2736976
289,TIMP1,CD63,Ductal cell type 2,Stellate cell,2.273189,0.0,Ligand,Receptor,TIMP1,CD63,2.273189
292,COL1A1,CD36,Fibroblast cell,Endothelial cell,2.2679589,0.0,Ligand,Receptor,COL1A1,CD36,2.2679589
293,COL1A2,ITGA1,Fibroblast cell,Fibroblast cell,2.2649262,0.0,Ligand,Receptor,COL1A2,ITGA1,2.2649262
294,LUM,ITGB1,Fibroblast cell,T cell,2.2647734,0.0,Ligand,Receptor,LUM,ITGB1,2.2647734
296,HLA-B,CD3D,Stellate cell,T cell,2.257917,0.0,Ligand,Receptor,HLA-B,CD3D,2.257917
298,COL1A1,ITGA5,Fibroblast cell,Fibroblast cell,2.2547748,0.0,Ligand,Receptor,COL1A1,ITGA5,2.2547748
301,COL1A1,CD44,Fibroblast cell,T cell,2.2508876,0.0,Ligand,Receptor,COL1A1,CD44,2.2508876
302,COL1A2,CD44,Fibroblast cell,Ductal cell type 2,2.2502308,0.0,Ligand,Receptor,COL1A2,CD44,2.2502308
304,APP,RPSA,Endothelial cell,B cell,2.2468295,0.0,Ligand,Receptor,APP,RPSA,2.2468295
306,COL3A1,ITGA1,Fibroblast cell,Endothelial cell,2.2443805,0.0,Ligand,Receptor,COL3A1,ITGA1,2.2443805
308,CALM2,AQP1,Stellate cell,Endothelial cell,2.2432847,0.0,Ligand,Receptor,CALM2,AQP1,2.2432847
309,HLA-A,CD3D,Endothelial cell,T cell,2.2422628,0.0,Ligand,Receptor,HLA-A,CD3D,2.2422628
310,COL1A2,CD44,Fibroblast cell,Stellate cell,2.2421694,0.0,Ligand,Receptor,COL1A2,CD44,2.2421694
311,RPS19,C5AR1,Macrophage cell,Macrophage cell,2.241389,0.0,Ligand,Receptor,RPS19,C5AR1,2.241389
313,TIMP1,CD63,Stellate cell,Macrophage cell,2.2409658,0.001,Ligand,Receptor,TIMP1,CD63,2.2409658
315,LGALS1,PTPRC,Fibroblast cell,T cell,2.2364316,0.0,Ligand,Receptor,LGALS1,PTPRC,2.2364316
316,COL1A1,CD36,Fibroblast cell,Stellate cell,2.2357156,0.0,Ligand,Receptor,COL1A1,CD36,2.2357156
318,COL1A2,CD36,Fibroblast cell,Endothelial cell,2.2285693,0.0,Ligand,Receptor,COL1A2,CD36,2.2285693
319,COL3A1,DDR1,Fibroblast cell,Ductal cell type 2,2.228366,0.0,Ligand,Receptor,COL3A1,DDR1,2.228366
320,HLA-A,CD3D,B cell,T cell,2.227931,0.0,Ligand,Receptor,HLA-A,CD3D,2.227931
321,COL3A1,ITGA1,Fibroblast cell,Fibroblast cell,2.2259154,0.0,Ligand,Receptor,COL3A1,ITGA1,2.2259154
322,COL1A1,ITGA3,Fibroblast cell,Endocrine cell,2.225242,0.0,Ligand,Receptor,COL1A1,ITGA3,2.225242
323,COL1A1,DDR2,Fibroblast cell,Fibroblast cell,2.2240915,0.0,Ligand,Receptor,COL1A1,DDR2,2.2240915
324,COPA,CD74,Ductal cell type 2,Macrophage cell,2.2235382,0.0,Ligand,Receptor,COPA,CD74,2.2235382
325,LGALS1,ITGB1,Fibroblast cell,Ductal cell type 2,2.2235374,0.0,Ligand,Receptor,LGALS1,ITGB1,2.2235374
326,RPS19,C5AR1,Ductal cell type 2,Macrophage cell,2.2228813,0.0,Ligand,Receptor,RPS19,C5AR1,2.2228813
327,COL1A1,CD93,Fibroblast cell,Macrophage cell,2.2206109,0.0,Ligand,Receptor,COL1A1,CD93,2.2206109
328,HLA-A,APLP2,Ductal cell type 2,Ductal cell type 2,2.2182336,0.0,Ligand,Receptor,HLA-A,APLP2,2.2182336
329,APP,CD74,Endothelial cell,Ductal cell type 2,2.213471,0.0,Ligand,Receptor,APP,CD74,2.213471
331,COL1A2,CD44,Fibroblast cell,T cell,2.211498,0.0,Ligand,Receptor,COL1A2,CD44,2.211498
334,APP,CD74,Macrophage cell,Macrophage cell,2.1986973,0.0,Ligand,Receptor,APP,CD74,2.1986973
335,LGALS1,PTPRC,Fibroblast cell,Macrophage cell,2.1983042,0.0,Ligand,Receptor,LGALS1,PTPRC,2.1983042
336,COL1A2,CD36,Fibroblast cell,Stellate cell,2.1963263,0.0,Ligand,Receptor,COL1A2,CD36,2.1963263
337,COL1A1,ITGB8,Fibroblast cell,Ductal cell type 2,2.192831,0.0,Ligand,Receptor,COL1A1,ITGB8,2.192831
339,COL1A1,CD44,Fibroblast cell,Endocrine cell,2.1901813,0.0,Ligand,Receptor,COL1A1,CD44,2.1901813
340,COL1A1,CD93,Fibroblast cell,Endocrine cell,2.1868563,0.0,Ligand,Receptor,COL1A1,CD93,2.1868563
341,COL1A1,DDR1,Fibroblast cell,Endocrine cell,2.1867363,0.0,Ligand,Receptor,COL1A1,DDR1,2.1867363
343,COL1A2,ITGA3,Fibroblast cell,Endocrine cell,2.1858523,0.0,Ligand,Receptor,COL1A2,ITGA3,2.1858523
344,COL1A1,CD44,Fibroblast cell,Fibroblast cell,2.1828783,0.0,Ligand,Receptor,COL1A1,CD44,2.1828783
345,COL1A2,CD93,Fibroblast cell,Macrophage cell,2.1812212,0.0,Ligand,Receptor,COL1A2,CD93,2.1812212
346,COL1A1,ITGA2,Fibroblast cell,Ductal cell type 2,2.1797333,0.0,Ligand,Receptor,COL1A1,ITGA2,2.1797333
347,HLA-A,CD3D,Macrophage cell,T cell,2.1790807,0.0,Ligand,Receptor,HLA-A,CD3D,2.1790807
350,COL1A1,ITGA5,Fibroblast cell,Macrophage cell,2.1745377,0.0,Ligand,Receptor,COL1A1,ITGA5,2.1745377
351,HLA-A,APLP2,T cell,Ductal cell type 2,2.1711109,0.0,Ligand,Receptor,HLA-A,APLP2,2.1711109
352,APP,RPSA,Endothelial cell,T cell,2.1677203,0.0,Ligand,Receptor,APP,RPSA,2.1677203
353,HLA-B,CANX,Stellate cell,Ductal cell type 2,2.1650162,0.005,Ligand,Receptor,HLA-B,CANX,2.1650162
356,HLA-B,CD3D,Fibroblast cell,T cell,2.1534717,0.0,Ligand,Receptor,HLA-B,CD3D,2.1534717
357,COL1A2,ITGB8,Fibroblast cell,Ductal cell type 2,2.1534414,0.0,Ligand,Receptor,COL1A2,ITGB8,2.1534414
358,COL1A2,CD44,Fibroblast cell,Endocrine cell,2.1507916,0.0,Ligand,Receptor,COL1A2,CD44,2.1507916
359,COL1A1,ITGA3,Fibroblast cell,Stellate cell,2.150445,0.0,Ligand,Receptor,COL1A1,ITGA3,2.150445
360,COL1A2,CD93,Fibroblast cell,Endocrine cell,2.147467,0.0,Ligand,Receptor,COL1A2,CD93,2.147467
362,SPARC,ENG,Stellate cell,Endothelial cell,2.1459184,0.0,Ligand,Receptor,SPARC,ENG,2.1459184
363,COL3A1,DDR2,Fibroblast cell,Fibroblast cell,2.1456914,0.0,Ligand,Receptor,COL3A1,DDR2,2.1456914
364,COL1A1,ITGA3,Fibroblast cell,Endothelial cell,2.1437216,0.0,Ligand,Receptor,COL1A1,ITGA3,2.1437216
365,COL1A2,CD44,Fibroblast cell,Fibroblast cell,2.143489,0.0,Ligand,Receptor,COL1A2,CD44,2.143489
366,HLA-A,CD3D,Fibroblast cell,T cell,2.142843,0.0,Ligand,Receptor,HLA-A,CD3D,2.142843
367,COL1A1,CD93,Fibroblast cell,Ductal cell type 2,2.1427896,0.0,Ligand,Receptor,COL1A1,CD93,2.1427896
368,LGALS1,ITGB1,Macrophage cell,Endothelial cell,2.1423476,0.0,Ligand,Receptor,LGALS1,ITGB1,2.1423476
369,COL1A2,ITGA2,Fibroblast cell,Ductal cell type 2,2.1403437,0.0,Ligand,Receptor,COL1A2,ITGA2,2.1403437
371,HLA-B,CD3G,T cell,T cell,2.1375535,0.0,Ligand,Receptor,HLA-B,CD3G,2.1375535
