,ligand,receptor,source,target,lr_means,cellphone_pvals,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
19,B2M,KLRC1,Stellate cell,T cell,3.0431628,0.0,Ligand,Receptor,B2M,KLRC1,3.0431628
20,B2M,KLRD1,T cell,T cell,3.0418255,0.0,Ligand,Receptor,B2M,KLRD1,3.0418255
21,COL1A2,ITGA1,Fibroblast cell,Stellate cell,3.0066984,0.0,Ligand,Receptor,COL1A2,ITGA1,3.0066984
22,B2M,KLRD1,Stellate cell,T cell,2.9976118,0.0,Ligand,Receptor,B2M,KLRD1,2.9976118
23,B2M,CD3G,T cell,T cell,2.9914107,0.0,Ligand,Receptor,B2M,CD3G,2.9914107
24,COL3A1,ITGA1,Fibroblast cell,Stellate cell,2.9913921,0.0,Ligand,Receptor,COL3A1,ITGA1,2.9913921
25,COL1A1,ITGA1,Fibroblast cell,Stellate cell,2.9860103,0.0,Ligand,Receptor,COL1A1,ITGA1,2.9860103
26,COL1A2,CD44,Fibroblast cell,Macrophage cell,2.9731083,0.0,Ligand,Receptor,COL1A2,CD44,2.9731083
27,APP,CD74,Ductal cell type 1,Macrophage cell,2.9629557,0.0,Ligand,Receptor,APP,CD74,2.9629557
28,COL1A1,CD44,Fibroblast cell,Macrophage cell,2.9524202,0.0,Ligand,Receptor,COL1A1,CD44,2.9524202
29,APP,CD74,Ductal cell type 1,B cell,2.952363,0.0,Ligand,Receptor,APP,CD74,2.952363
30,B2M,CD247,Macrophage cell,T cell,2.9499454,0.0,Ligand,Receptor,B2M,CD247,2.9499454
31,B2M,CD3G,Stellate cell,T cell,2.947197,0.0,Ligand,Receptor,B2M,CD3G,2.947197
32,COL1A2,CD44,Fibroblast cell,Ductal cell type 1,2.9426417,0.0,Ligand,Receptor,COL1A2,CD44,2.9426417
33,B2M,TFRC,Macrophage cell,Macrophage cell,2.9411426,0.0,Ligand,Receptor,B2M,TFRC,2.9411426
34,B2M,TFRC,Macrophage cell,Ductal cell type 2,2.9383192,0.0,Ligand,Receptor,B2M,TFRC,2.9383192
35,COL1A1,CD44,Fibroblast cell,Ductal cell type 1,2.9219537,0.0,Ligand,Receptor,COL1A1,CD44,2.9219537
36,B2M,CD3D,Ductal cell type 2,T cell,2.8897526,0.0,Ligand,Receptor,B2M,CD3D,2.8897526
37,TIMP1,CD63,Stellate cell,Ductal cell type 2,2.874681,0.0,Ligand,Receptor,TIMP1,CD63,2.874681
38,B2M,CD247,T cell,T cell,2.8743148,0.0,Ligand,Receptor,B2M,CD247,2.8743148
39,COL1A2,ITGA1,Fibroblast cell,Fibroblast cell,2.870102,0.0,Ligand,Receptor,COL1A2,ITGA1,2.870102
40,B2M,TFRC,T cell,Macrophage cell,2.865512,0.0,Ligand,Receptor,B2M,TFRC,2.865512
41,B2M,TFRC,T cell,Ductal cell type 2,2.8626885,0.0,Ligand,Receptor,B2M,TFRC,2.8626885
42,B2M,CD3D,Ductal cell type 1,T cell,2.861157,0.001,Ligand,Receptor,B2M,CD3D,2.861157
43,COL3A1,ITGA1,Fibroblast cell,Fibroblast cell,2.8547957,0.0,Ligand,Receptor,COL3A1,ITGA1,2.8547957
44,COL1A1,ITGA1,Fibroblast cell,Fibroblast cell,2.8494139,0.0,Ligand,Receptor,COL1A1,ITGA1,2.8494139
45,LGALS1,ITGB1,Macrophage cell,Fibroblast cell,2.8479865,0.0,Ligand,Receptor,LGALS1,ITGB1,2.8479865
46,LGALS1,ITGB1,Stellate cell,Fibroblast cell,2.8473985,0.0,Ligand,Receptor,LGALS1,ITGB1,2.8473985
47,B2M,TFRC,Macrophage cell,B cell,2.846376,0.0,Ligand,Receptor,B2M,TFRC,2.846376
48,B2M,CD247,Stellate cell,T cell,2.830101,0.0,Ligand,Receptor,B2M,CD247,2.830101
49,B2M,LILRB2,Macrophage cell,Macrophage cell,2.829786,0.0,Ligand,Receptor,B2M,LILRB2,2.829786
50,B2M,TFRC,Macrophage cell,Ductal cell type 1,2.8275535,0.002,Ligand,Receptor,B2M,TFRC,2.8275535
51,COL1A1,ITGA5,Fibroblast cell,Endothelial cell,2.8214464,0.0,Ligand,Receptor,COL1A1,ITGA5,2.8214464
52,B2M,TFRC,Stellate cell,Macrophage cell,2.8212981,0.0,Ligand,Receptor,B2M,TFRC,2.8212981
53,B2M,TFRC,Stellate cell,Ductal cell type 2,2.8184748,0.0,Ligand,Receptor,B2M,TFRC,2.8184748
54,B2M,KLRC1,Endothelial cell,T cell,2.8156195,0.0,Ligand,Receptor,B2M,KLRC1,2.8156195
55,B2M,KLRC2,Macrophage cell,T cell,2.8137183,0.0,Ligand,Receptor,B2M,KLRC2,2.8137183
56,B2M,KLRC1,Fibroblast cell,T cell,2.8101377,0.0,Ligand,Receptor,B2M,KLRC1,2.8101377
57,LGALS1,ITGB1,Fibroblast cell,Endothelial cell,2.8100135,0.0,Ligand,Receptor,LGALS1,ITGB1,2.8100135
58,LGALS1,PTPRC,Fibroblast cell,T cell,2.8017116,0.0,Ligand,Receptor,LGALS1,PTPRC,2.8017116
59,B2M,TFRC,Macrophage cell,T cell,2.7991924,0.0,Ligand,Receptor,B2M,TFRC,2.7991924
60,B2M,CD3D,Macrophage cell,Fibroblast cell,2.796791,0.0,Ligand,Receptor,B2M,CD3D,2.796791
61,B2M,KLRC1,B cell,T cell,2.792231,0.0,Ligand,Receptor,B2M,KLRC1,2.792231
62,LGALS1,ITGB1,Macrophage cell,Stellate cell,2.7920146,0.0,Ligand,Receptor,LGALS1,ITGB1,2.7920146
63,LGALS1,ITGB1,Stellate cell,Stellate cell,2.7914267,0.0,Ligand,Receptor,LGALS1,ITGB1,2.7914267
64,B2M,LILRB1,Macrophage cell,Macrophage cell,2.783593,0.0,Ligand,Receptor,B2M,LILRB1,2.783593
65,B2M,CD3D,Macrophage cell,Stellate cell,2.7731028,0.0,Ligand,Receptor,B2M,CD3D,2.7731028
66,B2M,TFRC,T cell,B cell,2.7707453,0.0,Ligand,Receptor,B2M,TFRC,2.7707453
67,B2M,KLRD1,Endothelial cell,T cell,2.7700682,0.0,Ligand,Receptor,B2M,KLRD1,2.7700682
68,LUM,ITGB1,Fibroblast cell,Endothelial cell,2.7688026,0.0,Ligand,Receptor,LUM,ITGB1,2.7688026
69,B2M,KLRD1,Fibroblast cell,T cell,2.7645867,0.001,Ligand,Receptor,B2M,KLRD1,2.7645867
71,B2M,HFE,Macrophage cell,Ductal cell type 1,2.7631283,0.0,Ligand,Receptor,B2M,HFE,2.7631283
72,B2M,CD3D,Macrophage cell,Macrophage cell,2.7628968,0.0,Ligand,Receptor,B2M,CD3D,2.7628968
73,APP,CD74,Endothelial cell,Macrophage cell,2.7628722,0.0,Ligand,Receptor,APP,CD74,2.7628722
74,B2M,CD3D,Macrophage cell,Ductal cell type 2,2.760229,0.0,Ligand,Receptor,B2M,CD3D,2.760229
75,B2M,CD3D,Macrophage cell,Endothelial cell,2.759929,0.0,Ligand,Receptor,B2M,CD3D,2.759929
76,SPARC,ENG,Fibroblast cell,Endothelial cell,2.7584677,0.0,Ligand,Receptor,SPARC,ENG,2.7584677
77,B2M,LILRB2,T cell,Macrophage cell,2.7541554,0.0,Ligand,Receptor,B2M,LILRB2,2.7541554
78,APP,CD74,Endothelial cell,B cell,2.7522798,0.0,Ligand,Receptor,APP,CD74,2.7522798
80,B2M,CD247,Macrophage cell,B cell,2.7499642,0.0,Ligand,Receptor,B2M,CD247,2.7499642
81,B2M,KLRD1,B cell,T cell,2.74668,0.0,Ligand,Receptor,B2M,KLRD1,2.74668
82,B2M,LILRB1,Macrophage cell,B cell,2.741572,0.0,Ligand,Receptor,B2M,LILRB1,2.741572
83,B2M,CD1C,Macrophage cell,B cell,2.7381885,0.0,Ligand,Receptor,B2M,CD1C,2.7381885
84,B2M,KLRC2,T cell,T cell,2.7380877,0.0,Ligand,Receptor,B2M,KLRC2,2.7380877
85,B2M,HFE,Macrophage cell,Ductal cell type 2,2.7306423,0.0,Ligand,Receptor,B2M,HFE,2.7306423
86,COL1A2,SDC1,Fibroblast cell,Ductal cell type 2,2.7292583,0.0,Ligand,Receptor,COL1A2,SDC1,2.7292583
87,COL1A2,ITGA1,Fibroblast cell,Endothelial cell,2.7287374,0.0,Ligand,Receptor,COL1A2,ITGA1,2.7287374
88,B2M,TFRC,Stellate cell,B cell,2.7265315,0.01,Ligand,Receptor,B2M,TFRC,2.7265315
89,TIMP1,CD63,Stellate cell,Endothelial cell,2.724742,0.0,Ligand,Receptor,TIMP1,CD63,2.724742
90,B2M,TFRC,T cell,T cell,2.7235618,0.0,Ligand,Receptor,B2M,TFRC,2.7235618
92,B2M,KLRC1,Macrophage cell,Ductal cell type 1,2.7209094,0.004,Ligand,Receptor,B2M,KLRC1,2.7209094
93,B2M,CD3G,Endothelial cell,T cell,2.7196536,0.0,Ligand,Receptor,B2M,CD3G,2.7196536
94,B2M,CD3G,Fibroblast cell,T cell,2.714172,0.001,Ligand,Receptor,B2M,CD3G,2.714172
95,COL3A1,ITGA1,Fibroblast cell,Endothelial cell,2.7134311,0.0,Ligand,Receptor,COL3A1,ITGA1,2.7134311
96,COL1A1,ITGA5,Fibroblast cell,Fibroblast cell,2.7100523,0.0,Ligand,Receptor,COL1A1,ITGA5,2.7100523
97,B2M,LILRB2,Stellate cell,Macrophage cell,2.7099416,0.0,Ligand,Receptor,B2M,LILRB2,2.7099416
98,COL1A1,SDC1,Fibroblast cell,Ductal cell type 2,2.7085702,0.0,Ligand,Receptor,COL1A1,SDC1,2.7085702
99,COL1A1,ITGA1,Fibroblast cell,Endothelial cell,2.7080493,0.0,Ligand,Receptor,COL1A1,ITGA1,2.7080493
100,B2M,LILRB1,T cell,Macrophage cell,2.7079623,0.0,Ligand,Receptor,B2M,LILRB1,2.7079623
102,TIMP1,CD63,Stellate cell,Ductal cell type 1,2.7074018,0.0,Ligand,Receptor,TIMP1,CD63,2.7074018
103,B2M,CD3D,T cell,Stellate cell,2.697472,0.0,Ligand,Receptor,B2M,CD3D,2.697472
104,COL1A2,CD44,Fibroblast cell,Ductal cell type 2,2.697167,0.0,Ligand,Receptor,COL1A2,CD44,2.697167
105,B2M,CD3G,B cell,T cell,2.6962652,0.0,Ligand,Receptor,B2M,CD3G,2.6962652
106,COL1A2,CD44,Fibroblast cell,T cell,2.694569,0.0,Ligand,Receptor,COL1A2,CD44,2.694569
107,B2M,KLRC2,Stellate cell,T cell,2.693874,0.0,Ligand,Receptor,B2M,KLRC2,2.693874
109,B2M,HFE,T cell,Ductal cell type 1,2.6874976,0.0,Ligand,Receptor,B2M,HFE,2.6874976
110,B2M,CD3D,T cell,Macrophage cell,2.687266,0.0,Ligand,Receptor,B2M,CD3D,2.687266
111,B2M,CD3D,T cell,Ductal cell type 2,2.6845984,0.0,Ligand,Receptor,B2M,CD3D,2.6845984
112,B2M,CD3D,T cell,Endothelial cell,2.6842983,0.003,Ligand,Receptor,B2M,CD3D,2.6842983
113,B2M,TFRC,Stellate cell,T cell,2.679348,0.004,Ligand,Receptor,B2M,TFRC,2.679348
115,COL1A1,CD44,Fibroblast cell,Ductal cell type 2,2.6764789,0.0,Ligand,Receptor,COL1A1,CD44,2.6764789
116,B2M,CD247,T cell,B cell,2.6743336,0.0,Ligand,Receptor,B2M,CD247,2.6743336
117,COL1A1,CD44,Fibroblast cell,T cell,2.673881,0.0,Ligand,Receptor,COL1A1,CD44,2.673881
118,APP,CD74,Stellate cell,Macrophage cell,2.6699605,0.0,Ligand,Receptor,APP,CD74,2.6699605
119,TIMP1,CD63,Stellate cell,T cell,2.6672575,0.0,Ligand,Receptor,TIMP1,CD63,2.6672575
120,B2M,LILRB1,T cell,B cell,2.6659412,0.0,Ligand,Receptor,B2M,LILRB1,2.6659412
121,B2M,LILRB1,Stellate cell,Macrophage cell,2.6637485,0.0,Ligand,Receptor,B2M,LILRB1,2.6637485
122,LGALS1,ITGB1,Fibroblast cell,Ductal cell type 1,2.663169,0.0,Ligand,Receptor,LGALS1,ITGB1,2.663169
123,B2M,CD1C,T cell,B cell,2.6625578,0.0,Ligand,Receptor,B2M,CD1C,2.6625578
124,APP,CD74,Stellate cell,B cell,2.6593678,0.0,Ligand,Receptor,APP,CD74,2.6593678
125,COL1A2,CD44,Fibroblast cell,B cell,2.6560903,0.0,Ligand,Receptor,COL1A2,CD44,2.6560903
126,HLA-A,APLP2,Macrophage cell,Ductal cell type 1,2.6555557,0.0,Ligand,Receptor,HLA-A,APLP2,2.6555557
127,B2M,HFE,T cell,Ductal cell type 2,2.6550117,0.0,Ligand,Receptor,B2M,HFE,2.6550117
128,APP,CD74,Fibroblast cell,Macrophage cell,2.6535687,0.0,Ligand,Receptor,APP,CD74,2.6535687
129,B2M,CD3D,Stellate cell,Stellate cell,2.6532583,0.002,Ligand,Receptor,B2M,CD3D,2.6532583
130,TIMP1,CD63,Fibroblast cell,Macrophage cell,2.6501143,0.0,Ligand,Receptor,TIMP1,CD63,2.6501143
132,VCAN,ITGB1,Fibroblast cell,Fibroblast cell,2.6448214,0.0,Ligand,Receptor,VCAN,ITGB1,2.6448214
134,B2M,HFE,Stellate cell,Ductal cell type 1,2.6432838,0.0,Ligand,Receptor,B2M,HFE,2.6432838
135,B2M,CD3D,Stellate cell,Macrophage cell,2.6430523,0.001,Ligand,Receptor,B2M,CD3D,2.6430523
136,APP,CD74,Fibroblast cell,B cell,2.642976,0.0,Ligand,Receptor,APP,CD74,2.642976
137,TIMP1,CD63,Fibroblast cell,Stellate cell,2.6414583,0.0,Ligand,Receptor,TIMP1,CD63,2.6414583
138,HLA-A,APLP2,T cell,Ductal cell type 1,2.6408935,0.0,Ligand,Receptor,HLA-A,APLP2,2.6408935
139,B2M,CD3D,Stellate cell,Ductal cell type 2,2.6403847,0.0,Ligand,Receptor,B2M,CD3D,2.6403847
140,B2M,CD3D,Stellate cell,Endothelial cell,2.6400845,0.007,Ligand,Receptor,B2M,CD3D,2.6400845
141,COL1A1,CD44,Fibroblast cell,B cell,2.6354022,0.0,Ligand,Receptor,COL1A1,CD44,2.6354022
142,COL1A2,CD44,Fibroblast cell,Stellate cell,2.633072,0.0,Ligand,Receptor,COL1A2,CD44,2.633072
143,B2M,CD247,Stellate cell,B cell,2.6301198,0.0,Ligand,Receptor,B2M,CD247,2.6301198
144,B2M,KLRC1,Ductal cell type 2,T cell,2.6283226,0.0,Ligand,Receptor,B2M,KLRC1,2.6283226
145,LUM,ITGB1,Fibroblast cell,Ductal cell type 1,2.6219578,0.0,Ligand,Receptor,LUM,ITGB1,2.6219578
146,B2M,LILRB1,Stellate cell,B cell,2.6217275,0.0,Ligand,Receptor,B2M,LILRB1,2.6217275
147,HLA-A,APLP2,Stellate cell,Ductal cell type 1,2.6187224,0.0,Ligand,Receptor,HLA-A,APLP2,2.6187224
148,B2M,CD1C,Stellate cell,B cell,2.618344,0.0,Ligand,Receptor,B2M,CD1C,2.618344
149,TIMP1,CD63,Fibroblast cell,Fibroblast cell,2.6176848,0.0,Ligand,Receptor,TIMP1,CD63,2.6176848
150,COL1A1,CD44,Fibroblast cell,Stellate cell,2.6123838,0.0,Ligand,Receptor,COL1A1,CD44,2.6123838
151,B2M,HFE,Stellate cell,Ductal cell type 2,2.610798,0.0,Ligand,Receptor,B2M,HFE,2.610798
152,B2M,CD247,Endothelial cell,T cell,2.6025572,0.0,Ligand,Receptor,B2M,CD247,2.6025572
154,LGALS1,PTPRC,Fibroblast cell,Macrophage cell,2.6004205,0.0,Ligand,Receptor,LGALS1,PTPRC,2.6004205
156,HLA-B,CD3D,Macrophage cell,T cell,2.5986884,0.0,Ligand,Receptor,HLA-B,CD3D,2.5986884
157,LGALS1,PTPRC,Fibroblast cell,B cell,2.597732,0.0,Ligand,Receptor,LGALS1,PTPRC,2.597732
158,B2M,CD247,Fibroblast cell,T cell,2.597076,0.008,Ligand,Receptor,B2M,CD247,2.597076
161,VCAN,ITGB1,Fibroblast cell,Stellate cell,2.5888495,0.0,Ligand,Receptor,VCAN,ITGB1,2.5888495
164,B2M,KLRD1,Ductal cell type 2,T cell,2.5827713,0.0,Ligand,Receptor,B2M,KLRD1,2.5827713
165,B2M,CD247,B cell,T cell,2.5791693,0.005,Ligand,Receptor,B2M,CD247,2.5791693
166,COL3A1,DDR2,Fibroblast cell,Fibroblast cell,2.5789688,0.0,Ligand,Receptor,COL3A1,DDR2,2.5789688
167,COL1A1,DDR2,Fibroblast cell,Fibroblast cell,2.573587,0.0,Ligand,Receptor,COL1A1,DDR2,2.573587
168,LGALS1,ITGB1,Fibroblast cell,Ductal cell type 2,2.5717795,0.0,Ligand,Receptor,LGALS1,ITGB1,2.5717795
171,FN1,PLAUR,Fibroblast cell,Macrophage cell,2.5669935,0.0,Ligand,Receptor,FN1,PLAUR,2.5669935
172,COL3A1,DDR2,Fibroblast cell,Stellate cell,2.5615852,0.0,Ligand,Receptor,COL3A1,DDR2,2.5615852
173,APP,RPSA,Ductal cell type 1,B cell,2.5610347,0.0,Ligand,Receptor,APP,RPSA,2.5610347
174,COL1A1,DDR2,Fibroblast cell,Stellate cell,2.5562034,0.0,Ligand,Receptor,COL1A1,DDR2,2.5562034
176,COL1A2,CD36,Fibroblast cell,Stellate cell,2.5513937,0.0,Ligand,Receptor,COL1A2,CD36,2.5513937
177,RPS19,C5AR1,B cell,Macrophage cell,2.5452652,0.0,Ligand,Receptor,RPS19,C5AR1,2.5452652
178,HLA-B,CD3D,T cell,T cell,2.5451577,0.0,Ligand,Receptor,HLA-B,CD3D,2.5451577
179,C3,IFITM1,Ductal cell type 1,Stellate cell,2.5371535,0.0,Ligand,Receptor,C3,IFITM1,2.5371535
180,COL1A2,SDC1,Fibroblast cell,Fibroblast cell,2.5366406,0.0,Ligand,Receptor,COL1A2,SDC1,2.5366406
181,HMGB1,CXCR4,T cell,B cell,2.5357919,0.0,Ligand,Receptor,HMGB1,CXCR4,2.5357919
182,B2M,CD3G,Ductal cell type 2,T cell,2.5323567,0.0,Ligand,Receptor,B2M,CD3G,2.5323567
183,COL1A1,CD36,Fibroblast cell,Stellate cell,2.5307057,0.0,Ligand,Receptor,COL1A1,CD36,2.5307057
184,LUM,ITGB1,Fibroblast cell,Ductal cell type 2,2.5305684,0.0,Ligand,Receptor,LUM,ITGB1,2.5305684
185,HSPG2,ITGB1,Endothelial cell,Fibroblast cell,2.5251393,0.0,Ligand,Receptor,HSPG2,ITGB1,2.5251393
186,FN1,CD79A,Fibroblast cell,B cell,2.5225108,0.0,Ligand,Receptor,FN1,CD79A,2.5225108
187,COL3A1,DDR1,Fibroblast cell,Ductal cell type 2,2.5180748,0.0,Ligand,Receptor,COL3A1,DDR1,2.5180748
188,LGALS1,ITGB1,Fibroblast cell,T cell,2.517496,0.0,Ligand,Receptor,LGALS1,ITGB1,2.517496
189,COL1A1,SDC1,Fibroblast cell,Fibroblast cell,2.5159526,0.0,Ligand,Receptor,COL1A1,SDC1,2.5159526
190,SPARC,ENG,Stellate cell,Endothelial cell,2.5146413,0.0,Ligand,Receptor,SPARC,ENG,2.5146413
191,COL1A1,DDR1,Fibroblast cell,Ductal cell type 2,2.512693,0.0,Ligand,Receptor,COL1A1,DDR1,2.512693
192,COL1A2,CD44,Fibroblast cell,Fibroblast cell,2.510153,0.0,Ligand,Receptor,COL1A2,CD44,2.510153
193,HLA-B,CD3D,Stellate cell,T cell,2.5079222,0.0,Ligand,Receptor,HLA-B,CD3D,2.5079222
196,COL1A2,ITGA10,Fibroblast cell,Endothelial cell,2.4986646,0.0,Ligand,Receptor,COL1A2,ITGA10,2.4986646
197,HLA-A,APLP2,Endothelial cell,Ductal cell type 1,2.4977555,0.002,Ligand,Receptor,HLA-A,APLP2,2.4977555
199,COL1A1,CD44,Fibroblast cell,Fibroblast cell,2.489465,0.0,Ligand,Receptor,COL1A1,CD44,2.489465
200,COL1A2,ITGA3,Fibroblast cell,Ductal cell type 2,2.4849644,0.0,Ligand,Receptor,COL1A2,ITGA3,2.4849644
201,COL3A1,ITGA10,Fibroblast cell,Endothelial cell,2.4833584,0.0,Ligand,Receptor,COL3A1,ITGA10,2.4833584
202,B2M,LILRB2,Endothelial cell,Macrophage cell,2.482398,0.01,Ligand,Receptor,B2M,LILRB2,2.482398
204,COL1A1,ITGA10,Fibroblast cell,Endothelial cell,2.4779766,0.0,Ligand,Receptor,COL1A1,ITGA10,2.4779766
206,LUM,ITGB1,Fibroblast cell,T cell,2.4762852,0.0,Ligand,Receptor,LUM,ITGB1,2.4762852
209,HLA-B,CANX,Macrophage cell,Ductal cell type 1,2.474402,0.0,Ligand,Receptor,HLA-B,CANX,2.474402
210,HLA-A,APLP2,Macrophage cell,Macrophage cell,2.470895,0.0,Ligand,Receptor,HLA-A,APLP2,2.470895
211,HSPG2,ITGB1,Endothelial cell,Stellate cell,2.4691675,0.0,Ligand,Receptor,HSPG2,ITGB1,2.4691675
212,S100A10,CFTR,Ductal cell type 2,Ductal cell type 1,2.467647,0.0,Ligand,Receptor,S100A10,CFTR,2.467647
214,COL1A1,ITGA3,Fibroblast cell,Ductal cell type 2,2.4642763,0.0,Ligand,Receptor,COL1A1,ITGA3,2.4642763
215,MIF,CXCR4,Ductal cell type 2,B cell,2.4639268,0.0,Ligand,Receptor,MIF,CXCR4,2.4639268
218,COL1A2,ITGA2,Fibroblast cell,Ductal cell type 1,2.4588284,0.0,Ligand,Receptor,COL1A2,ITGA2,2.4588284
220,HLA-A,APLP2,T cell,Macrophage cell,2.4562325,0.0,Ligand,Receptor,HLA-A,APLP2,2.4562325
221,APP,CD74,Ductal cell type 1,Ductal cell type 1,2.4539452,0.0,Ligand,Receptor,APP,CD74,2.4539452
223,HLA-A,APLP2,B cell,Ductal cell type 1,2.4498224,0.0,Ligand,Receptor,HLA-A,APLP2,2.4498224
227,COL3A1,ITGA2,Fibroblast cell,Ductal cell type 1,2.4435222,0.0,Ligand,Receptor,COL3A1,ITGA2,2.4435222
229,COL1A2,CD93,Fibroblast cell,Macrophage cell,2.4388933,0.0,Ligand,Receptor,COL1A2,CD93,2.4388933
230,COL1A1,ITGA2,Fibroblast cell,Ductal cell type 1,2.4381404,0.0,Ligand,Receptor,COL1A1,ITGA2,2.4381404
231,COL3A1,DDR1,Fibroblast cell,Ductal cell type 1,2.4365025,0.0,Ligand,Receptor,COL3A1,DDR1,2.4365025
233,HLA-A,CD3D,Macrophage cell,T cell,2.4345164,0.0,Ligand,Receptor,HLA-A,CD3D,2.4345164
234,HLA-A,APLP2,Stellate cell,Macrophage cell,2.4340615,0.0,Ligand,Receptor,HLA-A,APLP2,2.4340615
235,HLA-B,CANX,Macrophage cell,Macrophage cell,2.4316401,0.0,Ligand,Receptor,HLA-B,CANX,2.4316401
236,COL1A1,DDR1,Fibroblast cell,Ductal cell type 1,2.4311206,0.0,Ligand,Receptor,COL1A1,DDR1,2.4311206
238,COL1A2,ITGAV,Fibroblast cell,Ductal cell type 1,2.428916,0.0,Ligand,Receptor,COL1A2,ITGAV,2.428916
242,LCN2,FCGR2A,Ductal cell type 2,Macrophage cell,2.4248793,0.0,Ligand,Receptor,LCN2,FCGR2A,2.4248793
243,HLA-B,CANX,T cell,Ductal cell type 1,2.4208713,0.0,Ligand,Receptor,HLA-B,CANX,2.4208713
244,HLA-B,CANX,Macrophage cell,Fibroblast cell,2.420682,0.0,Ligand,Receptor,HLA-B,CANX,2.420682
246,HLA-A,CD3D,T cell,T cell,2.4198542,0.0,Ligand,Receptor,HLA-A,CD3D,2.4198542
247,COL1A1,CD93,Fibroblast cell,Macrophage cell,2.4182053,0.0,Ligand,Receptor,COL1A1,CD93,2.4182053
251,B2M,CD247,Ductal cell type 2,T cell,2.4152603,0.0,Ligand,Receptor,B2M,CD247,2.4152603
255,HLA-B,CD3D,Endothelial cell,T cell,2.4103436,0.0,Ligand,Receptor,HLA-B,CD3D,2.4103436
259,COL1A1,ITGAV,Fibroblast cell,Ductal cell type 1,2.408228,0.0,Ligand,Receptor,COL1A1,ITGAV,2.408228
260,COL1A2,ITGA3,Fibroblast cell,Stellate cell,2.4079754,0.0,Ligand,Receptor,COL1A2,ITGA3,2.4079754
264,RPS19,C5AR1,Ductal cell type 1,Macrophage cell,2.405847,0.0,Ligand,Receptor,RPS19,C5AR1,2.405847
265,COL1A2,ITGAV,Fibroblast cell,Ductal cell type 2,2.4048152,0.0,Ligand,Receptor,COL1A2,ITGAV,2.4048152
268,COL1A2,SDC1,Fibroblast cell,T cell,2.40257,0.0,Ligand,Receptor,COL1A2,SDC1,2.40257
270,LGALS1,ITGB1,Macrophage cell,Endothelial cell,2.4001153,0.0,Ligand,Receptor,LGALS1,ITGB1,2.4001153
271,LGALS1,ITGB1,Stellate cell,Endothelial cell,2.3995273,0.0,Ligand,Receptor,LGALS1,ITGB1,2.3995273
272,HLA-A,CD3D,Stellate cell,T cell,2.3976831,0.0,Ligand,Receptor,HLA-A,CD3D,2.3976831
274,COL1A2,ITGA2,Fibroblast cell,Ductal cell type 2,2.396446,0.0,Ligand,Receptor,COL1A2,ITGA2,2.396446
275,MIF,CXCR4,Fibroblast cell,B cell,2.3960075,0.0,Ligand,Receptor,MIF,CXCR4,2.3960075
276,HMGB1,CXCR4,Stellate cell,B cell,2.395215,0.0,Ligand,Receptor,HMGB1,CXCR4,2.395215
