,ligand,receptor,source,target,lr_means,cellphone_pvals,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
3688,ARF1,INSR,Macrophage cell,Endothelial cell,1.1505024,0.0,Ligand,Receptor,ARF1,INSR,1.1505024
3692,C3,LRP1,Fibroblast cell,Stellate cell,1.150121,0.0,Ligand,Receptor,C3,LRP1,1.150121
3693,PSAP,AR,Fibroblast cell,Fibroblast cell,1.1500528,0.0,Ligand,Receptor,PSAP,AR,1.1500528
3694,JAM3,ITGB1,Endothelial cell,Fibroblast cell,1.1499859,0.0,Ligand,Receptor,JAM3,ITGB1,1.1499859
3695,IGFBP4,LRP6,Fibroblast cell,Ductal cell type 1,1.1499684,0.0,Ligand,Receptor,IGFBP4,LRP6,1.1499684
3696,ADAM17,ITGB1,Endothelial cell,Fibroblast cell,1.1496478,0.0,Ligand,Receptor,ADAM17,ITGB1,1.1496478
3697,BGN,TLR1,Stellate cell,Endocrine cell,1.1496165,0.0,Ligand,Receptor,BGN,TLR1,1.1496165
3701,GRN,TNFRSF1A,Macrophage cell,Ductal cell type 2,1.149491,0.0,Ligand,Receptor,GRN,TNFRSF1A,1.149491
3703,PDGFC,PDGFRB,Acinar cell,Stellate cell,1.1493433,0.0,Ligand,Receptor,PDGFC,PDGFRB,1.1493433
3704,NID1,ITGB1,Fibroblast cell,Fibroblast cell,1.1492927,0.0,Ligand,Receptor,NID1,ITGB1,1.1492927
3708,COL8A1,ITGA1,Fibroblast cell,Endothelial cell,1.1488546,0.0,Ligand,Receptor,COL8A1,ITGA1,1.1488546
3710,COL3A1,ITGA2,Stellate cell,Ductal cell type 1,1.1479108,0.0,Ligand,Receptor,COL3A1,ITGA2,1.1479108
3712,APOE,LSR,Stellate cell,Fibroblast cell,1.1478506,0.0,Ligand,Receptor,APOE,LSR,1.1478506
3713,IGFBP4,LRP6,Stellate cell,Acinar cell,1.1478113,0.0,Ligand,Receptor,IGFBP4,LRP6,1.1478113
3714,FN1,CD44,Stellate cell,Ductal cell type 1,1.1477783,0.0,Ligand,Receptor,FN1,CD44,1.1477783
3715,COL14A1,CD44,Fibroblast cell,Endocrine cell,1.1475383,0.0,Ligand,Receptor,COL14A1,CD44,1.1475383
3716,COL6A2,ITGA1,Stellate cell,Endocrine cell,1.1475005,0.0,Ligand,Receptor,COL6A2,ITGA1,1.1475005
3719,THBS1,ITGA6,Fibroblast cell,Endothelial cell,1.1472274,0.0,Ligand,Receptor,THBS1,ITGA6,1.1472274
3720,APP,LRP10,Endothelial cell,Fibroblast cell,1.1472132,0.0,Ligand,Receptor,APP,LRP10,1.1472132
3721,COL1A2,FLT4,Stellate cell,Endothelial cell,1.1468952,0.0,Ligand,Receptor,COL1A2,FLT4,1.1468952
3722,SPON2,ITGB1,T cell,Stellate cell,1.1468227,0.0,Ligand,Receptor,SPON2,ITGB1,1.1468227
3723,APOE,LRP6,Stellate cell,Acinar cell,1.1465633,0.0,Ligand,Receptor,APOE,LRP6,1.1465633
3726,TGM2,ITGB1,T cell,Fibroblast cell,1.1460917,0.003,Ligand,Receptor,TGM2,ITGB1,1.1460917
3728,APOE,LSR,Stellate cell,Macrophage cell,1.1459239,0.0,Ligand,Receptor,APOE,LSR,1.1459239
