,ligand,receptor,source,target,lr_means,cellphone_pvals,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
284,LGALS1,PTPRC,Macrophage cell,Macrophage cell,1.62303,0.0,Ligand,Receptor,LGALS1,PTPRC,1.62303
285,S100A10,TRPV6,Ductal cell type 1,Endocrine cell,1.6224315,0.0,Ligand,Receptor,S100A10,TRPV6,1.6224315
286,CALM2,KCNQ1,Stellate cell,Acinar cell,1.6208508,0.0,Ligand,Receptor,CALM2,KCNQ1,1.6208508
290,SERPING1,LRP1,Fibroblast cell,Fibroblast cell,1.6125373,0.0,Ligand,Receptor,SERPING1,LRP1,1.6125373
291,LUM,ITGB1,Fibroblast cell,Ductal cell type 1,1.6122173,0.0,Ligand,Receptor,LUM,ITGB1,1.6122173
292,HLA-DRA,CD4,Endothelial cell,Macrophage cell,1.6108575,0.0,Ligand,Receptor,HLA-DRA,CD4,1.6108575
294,HLA-C,LILRB2,Endothelial cell,Acinar cell,1.6084257,0.0,Ligand,Receptor,HLA-C,LILRB2,1.6084257
296,FBLN1,ITGB1,Fibroblast cell,Endothelial cell,1.6027328,0.0,Ligand,Receptor,FBLN1,ITGB1,1.6027328
297,MIF,CXCR4,Ductal cell type 1,Macrophage cell,1.6002043,0.0,Ligand,Receptor,MIF,CXCR4,1.6002043
299,CALM2,MYLK,Ductal cell type 1,Stellate cell,1.5982074,0.0,Ligand,Receptor,CALM2,MYLK,1.5982074
305,LGALS1,ITGB1,Macrophage cell,Ductal cell type 1,1.5797503,0.0,Ligand,Receptor,LGALS1,ITGB1,1.5797503
309,CALM2,INSR,Fibroblast cell,Endothelial cell,1.5752189,0.001,Ligand,Receptor,CALM2,INSR,1.5752189
310,LUM,ITGB1,Fibroblast cell,Acinar cell,1.5748863,0.0,Ligand,Receptor,LUM,ITGB1,1.5748863
311,S100A4,ERBB3,Macrophage cell,Ductal cell type 1,1.5718279,0.0,Ligand,Receptor,S100A4,ERBB3,1.5718279
314,LUM,ITGB1,Fibroblast cell,Endocrine cell,1.5616994,0.0,Ligand,Receptor,LUM,ITGB1,1.5616994
315,APP,RPSA,Endothelial cell,Macrophage cell,1.5580165,0.002,Ligand,Receptor,APP,RPSA,1.5580165
320,S100A4,ERBB3,Macrophage cell,Acinar cell,1.5488695,0.0,Ligand,Receptor,S100A4,ERBB3,1.5488695
321,HMGB1,SDC1,Endothelial cell,B cell,1.5479333,0.0,Ligand,Receptor,HMGB1,SDC1,1.5479333
326,GNAI2,CAV1,Endothelial cell,Stellate cell,1.5387104,0.0,Ligand,Receptor,GNAI2,CAV1,1.5387104
327,APP,RPSA,Ductal cell type 1,Macrophage cell,1.5378773,0.001,Ligand,Receptor,APP,RPSA,1.5378773
328,GNAI2,CAV1,B cell,Endothelial cell,1.5377599,0.0,Ligand,Receptor,GNAI2,CAV1,1.5377599
331,HMGB1,CXCR4,Fibroblast cell,Macrophage cell,1.5297598,0.0,Ligand,Receptor,HMGB1,CXCR4,1.5297598
332,LGALS1,ITGB1,Macrophage cell,Endocrine cell,1.5292324,0.005,Ligand,Receptor,LGALS1,ITGB1,1.5292324
333,CALM2,PDE1A,Stellate cell,Acinar cell,1.5266099,0.0,Ligand,Receptor,CALM2,PDE1A,1.5266099
334,VIM,CD44,Fibroblast cell,Endocrine cell,1.5244349,0.0,Ligand,Receptor,VIM,CD44,1.5244349
335,TIMP1,FGFR2,Fibroblast cell,Ductal cell type 1,1.5240623,0.0,Ligand,Receptor,TIMP1,FGFR2,1.5240623
338,ANXA2,TLR2,Ductal cell type 1,Macrophage cell,1.5147454,0.0,Ligand,Receptor,ANXA2,TLR2,1.5147454
339,COL1A2,SDC1,Fibroblast cell,B cell,1.5132272,0.0,Ligand,Receptor,COL1A2,SDC1,1.5132272
340,LUM,ITGB1,Fibroblast cell,Macrophage cell,1.5105815,0.0,Ligand,Receptor,LUM,ITGB1,1.5105815
341,VIM,CD44,Fibroblast cell,Macrophage cell,1.5054878,0.0,Ligand,Receptor,VIM,CD44,1.5054878
342,VIM,CD44,Fibroblast cell,Acinar cell,1.5054222,0.004,Ligand,Receptor,VIM,CD44,1.5054222
343,IAPP,RAMP1,Endocrine cell,Acinar cell,1.5032105,0.0,Ligand,Receptor,IAPP,RAMP1,1.5032105
344,CALM2,INSR,Ductal cell type 1,Endothelial cell,1.5012283,0.0,Ligand,Receptor,CALM2,INSR,1.5012283
345,COL1A2,CD44,Fibroblast cell,Ductal cell type 1,1.4995465,0.0,Ligand,Receptor,COL1A2,CD44,1.4995465
348,GNAI2,CAV1,Macrophage cell,Stellate cell,1.4933064,0.0,Ligand,Receptor,GNAI2,CAV1,1.4933064
351,LAMA2,RPSA,Fibroblast cell,Macrophage cell,1.4881265,0.0,Ligand,Receptor,LAMA2,RPSA,1.4881265
352,TIMP3,CD44,Fibroblast cell,Endocrine cell,1.487903,0.0,Ligand,Receptor,TIMP3,CD44,1.487903
353,VIM,CD44,Macrophage cell,Ductal cell type 1,1.4839082,0.0,Ligand,Receptor,VIM,CD44,1.4839082
355,VIM,CD44,Stellate cell,Ductal cell type 1,1.482723,0.0,Ligand,Receptor,VIM,CD44,1.482723
