,ligand,receptor,source,target,lr_means,cellphone_pvals,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
0,INS,INSR,Endocrine cell,Endothelial cell,4.543838,0.0,Ligand,Receptor,INS,INSR,4.543838
1,INS,INSR,Endocrine cell,Acinar cell,4.365789,0.0,Ligand,Receptor,INS,INSR,4.365789
2,INS,INSR,Endocrine cell,Ductal cell type 1,4.270591,0.0,Ligand,Receptor,INS,INSR,4.270591
3,INS,IGF1R,Endocrine cell,Endocrine cell,4.2509007,0.0,Ligand,Receptor,INS,IGF1R,4.2509007
4,INS,INSR,Endocrine cell,Fibroblast cell,4.2488403,0.0,Ligand,Receptor,INS,INSR,4.2488403
5,INS,INSR,Endocrine cell,Stellate cell,4.2452087,0.0,Ligand,Receptor,INS,INSR,4.2452087
6,INS,INSR,Endocrine cell,Endocrine cell,4.2147264,0.0,Ligand,Receptor,INS,INSR,4.2147264
7,INS,IGF1R,Endocrine cell,Ductal cell type 1,4.21453,0.0,Ligand,Receptor,INS,IGF1R,4.21453
8,INS,INSR,Endocrine cell,T cell,4.2033663,0.0,Ligand,Receptor,INS,INSR,4.2033663
9,INS,INSR,Endocrine cell,B cell,4.2026634,0.0,Ligand,Receptor,INS,INSR,4.2026634
10,INS,LILRB1,Endocrine cell,B cell,4.202226,0.0,Ligand,Receptor,INS,LILRB1,4.202226
11,INS,INSR,Endocrine cell,Macrophage cell,4.1998963,0.0,Ligand,Receptor,INS,INSR,4.1998963
12,INS,IGF1R,Endocrine cell,Acinar cell,4.1706038,0.0,Ligand,Receptor,INS,IGF1R,4.1706038
13,PRSS1,F2RL3,Acinar cell,Endothelial cell,3.6771858,0.0,Ligand,Receptor,PRSS1,F2RL3,3.6771858
14,PRSS1,F2R,Acinar cell,Fibroblast cell,3.3020623,0.0,Ligand,Receptor,PRSS1,F2R,3.3020623
15,PRSS1,F2RL1,Acinar cell,Ductal cell type 1,3.1745245,0.0,Ligand,Receptor,PRSS1,F2RL1,3.1745245
16,APP,CD74,Endothelial cell,Macrophage cell,3.1675725,0.0,Ligand,Receptor,APP,CD74,3.1675725
17,PRSS1,F2RL3,Acinar cell,Endocrine cell,3.1592717,0.0,Ligand,Receptor,PRSS1,F2RL3,3.1592717
18,PRSS1,F2R,Acinar cell,Endothelial cell,3.1323705,0.0,Ligand,Receptor,PRSS1,F2R,3.1323705
19,APP,CD74,Ductal cell type 1,Macrophage cell,3.131239,0.0,Ligand,Receptor,APP,CD74,3.131239
20,PRSS1,PARD3,Acinar cell,Endocrine cell,3.0991971,0.0,Ligand,Receptor,PRSS1,PARD3,3.0991971
21,PRSS1,PARD3,Acinar cell,Ductal cell type 1,3.0884767,0.0,Ligand,Receptor,PRSS1,PARD3,3.0884767
22,PRSS1,F2RL1,Acinar cell,Endocrine cell,3.0615897,0.0,Ligand,Receptor,PRSS1,F2RL1,3.0615897
23,PRSS1,F2R,Acinar cell,Endocrine cell,3.0516598,0.0,Ligand,Receptor,PRSS1,F2R,3.0516598
24,B2M,KLRD1,Endothelial cell,T cell,3.0092535,0.0,Ligand,Receptor,B2M,KLRD1,3.0092535
25,SPINK1,EGFR,Acinar cell,Fibroblast cell,2.9732473,0.0,Ligand,Receptor,SPINK1,EGFR,2.9732473
26,LUM,ITGB1,Fibroblast cell,Stellate cell,2.968997,0.0,Ligand,Receptor,LUM,ITGB1,2.968997
