,ligand,receptor,source,target,lr_means,cellphone_pvals,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
0,PRSS1,F2RL3,Acinar cell,Endothelial cell,4.2142415,0.0,Ligand,Receptor,PRSS1,F2RL3,4.2142415
1,INS,INSR,Endocrine cell,Endothelial cell,3.9768386,0.0,Ligand,Receptor,INS,INSR,3.9768386
2,PRSS1,F2R,Acinar cell,Fibroblast cell,3.9297185,0.0,Ligand,Receptor,PRSS1,F2R,3.9297185
3,PRSS1,F2R,Acinar cell,Endothelial cell,3.6831212,0.0,Ligand,Receptor,PRSS1,F2R,3.6831212
4,PRSS1,F2RL1,Acinar cell,Ductal cell type 1,3.5893257,0.0,Ligand,Receptor,PRSS1,F2RL1,3.5893257
5,PRSS1,F2R,Acinar cell,Stellate cell,3.563165,0.0,Ligand,Receptor,PRSS1,F2R,3.563165
6,PRSS1,F2RL1,Acinar cell,Ductal cell type 2,3.560921,0.0,Ligand,Receptor,PRSS1,F2RL1,3.560921
7,PRSS1,PARD3,Acinar cell,Ductal cell type 2,3.5188086,0.0,Ligand,Receptor,PRSS1,PARD3,3.5188086
8,PRSS1,PARD3,Acinar cell,Ductal cell type 1,3.5044212,0.0,Ligand,Receptor,PRSS1,PARD3,3.5044212
9,PRSS1,F2RL2,Acinar cell,Fibroblast cell,3.4886577,0.0,Ligand,Receptor,PRSS1,F2RL2,3.4886577
10,PRSS1,F2RL3,Acinar cell,Ductal cell type 2,3.4773276,0.0,Ligand,Receptor,PRSS1,F2RL3,3.4773276
11,PRSS1,PARD3,Acinar cell,Fibroblast cell,3.475601,0.0,Ligand,Receptor,PRSS1,PARD3,3.475601
12,PRSS1,F2R,Acinar cell,Endocrine cell,3.4682863,0.0,Ligand,Receptor,PRSS1,F2R,3.4682863
13,PRSS1,F2R,Acinar cell,Ductal cell type 2,3.461425,0.0,Ligand,Receptor,PRSS1,F2R,3.461425
14,INS,INSR,Endocrine cell,Ductal cell type 2,3.4443934,0.0,Ligand,Receptor,INS,INSR,3.4443934
15,INS,INSR,Endocrine cell,Acinar cell,3.3318725,0.0,Ligand,Receptor,INS,INSR,3.3318725
16,APP,CD74,Endothelial cell,Macrophage cell,3.3192043,0.0,Ligand,Receptor,APP,CD74,3.3192043
17,INS,IGF1R,Endocrine cell,Ductal cell type 1,3.3141773,0.0,Ligand,Receptor,INS,IGF1R,3.3141773
18,INS,IGF1R,Endocrine cell,Endocrine cell,3.311169,0.0,Ligand,Receptor,INS,IGF1R,3.311169
19,INS,INSR,Endocrine cell,Endocrine cell,3.3110528,0.0,Ligand,Receptor,INS,INSR,3.3110528
20,INS,INSR,Endocrine cell,Ductal cell type 1,3.3047204,0.0,Ligand,Receptor,INS,INSR,3.3047204
21,B2M,CD3D,T cell,T cell,3.291201,0.0,Ligand,Receptor,B2M,CD3D,3.291201
22,INS,INSR,Endocrine cell,Fibroblast cell,3.2738204,0.0,Ligand,Receptor,INS,INSR,3.2738204
23,INS,INSR,Endocrine cell,Stellate cell,3.2655234,0.0,Ligand,Receptor,INS,INSR,3.2655234
24,INS,IGF1R,Endocrine cell,Fibroblast cell,3.2644665,0.0,Ligand,Receptor,INS,IGF1R,3.2644665
25,INS,IGF1R,Endocrine cell,Ductal cell type 2,3.2613876,0.0,Ligand,Receptor,INS,IGF1R,3.2613876
26,INS,IGF1R,Endocrine cell,Endothelial cell,3.259456,0.0,Ligand,Receptor,INS,IGF1R,3.259456
27,INS,INSR,Endocrine cell,Macrophage cell,3.2569675,0.0,Ligand,Receptor,INS,INSR,3.2569675
28,INS,LILRB2,Endocrine cell,Macrophage cell,3.252351,0.0,Ligand,Receptor,INS,LILRB2,3.252351
29,INS,LILRB1,Endocrine cell,B cell,3.2521622,0.0,Ligand,Receptor,INS,LILRB1,3.2521622
30,INS,LILRB1,Endocrine cell,Macrophage cell,3.246638,0.0,Ligand,Receptor,INS,LILRB1,3.246638
31,APP,CD74,Ductal cell type 1,Macrophage cell,3.2426944,0.0,Ligand,Receptor,APP,CD74,3.2426944
32,TIMP1,CD63,Fibroblast cell,Fibroblast cell,3.222118,0.0,Ligand,Receptor,TIMP1,CD63,3.222118
33,B2M,CD3D,Macrophage cell,T cell,3.184805,0.0,Ligand,Receptor,B2M,CD3D,3.184805
34,B2M,CD3D,Ductal cell type 2,T cell,3.1717892,0.0,Ligand,Receptor,B2M,CD3D,3.1717892
35,B2M,CD3D,Endothelial cell,T cell,3.163239,0.0,Ligand,Receptor,B2M,CD3D,3.163239
36,B2M,CD3D,Stellate cell,T cell,3.1101136,0.0,Ligand,Receptor,B2M,CD3D,3.1101136
37,TIMP1,CD63,Fibroblast cell,Ductal cell type 2,3.1083665,0.0,Ligand,Receptor,TIMP1,CD63,3.1083665
38,TIMP1,CD63,Fibroblast cell,Stellate cell,3.0794773,0.0,Ligand,Receptor,TIMP1,CD63,3.0794773
39,APP,CD74,Endothelial cell,B cell,3.0730195,0.0,Ligand,Receptor,APP,CD74,3.0730195
40,PRSS3,F2RL3,Acinar cell,Endothelial cell,3.0697768,0.0,Ligand,Receptor,PRSS3,F2RL3,3.0697768
41,B2M,CD3D,B cell,T cell,3.050376,0.0,Ligand,Receptor,B2M,CD3D,3.050376
42,COL1A1,CD93,Fibroblast cell,Endothelial cell,3.042178,0.0,Ligand,Receptor,COL1A1,CD93,3.042178
43,APP,CD74,Ductal cell type 2,Macrophage cell,3.0317473,0.0,Ligand,Receptor,APP,CD74,3.0317473
44,APP,CD74,Fibroblast cell,Macrophage cell,3.0150375,0.0,Ligand,Receptor,APP,CD74,3.0150375
45,COL1A2,CD93,Fibroblast cell,Endothelial cell,3.003138,0.0,Ligand,Receptor,COL1A2,CD93,3.003138
46,APP,CD74,Ductal cell type 1,B cell,2.9965098,0.0,Ligand,Receptor,APP,CD74,2.9965098
47,TIMP1,CD63,Fibroblast cell,Ductal cell type 1,2.9774532,0.0,Ligand,Receptor,TIMP1,CD63,2.9774532
48,APP,CD74,Endocrine cell,Macrophage cell,2.943234,0.0,Ligand,Receptor,APP,CD74,2.943234
49,SPINK1,EGFR,Acinar cell,Ductal cell type 1,2.9416084,0.0,Ligand,Receptor,SPINK1,EGFR,2.9416084
50,SPINK1,EGFR,Acinar cell,Fibroblast cell,2.9282026,0.0,Ligand,Receptor,SPINK1,EGFR,2.9282026
51,TIMP1,CD63,Stellate cell,Fibroblast cell,2.9206762,0.0,Ligand,Receptor,TIMP1,CD63,2.9206762
52,CEL,CXCR4,Acinar cell,B cell,2.9130855,0.0,Ligand,Receptor,CEL,CXCR4,2.9130855
53,S100A10,CFTR,Ductal cell type 2,Ductal cell type 1,2.9063733,0.0,Ligand,Receptor,S100A10,CFTR,2.9063733
54,SPINK1,EGFR,Acinar cell,Ductal cell type 2,2.9033492,0.0,Ligand,Receptor,SPINK1,EGFR,2.9033492
55,APP,CD74,Stellate cell,Macrophage cell,2.8989873,0.0,Ligand,Receptor,APP,CD74,2.8989873
56,B2M,CD3D,Endocrine cell,T cell,2.8888326,0.0,Ligand,Receptor,B2M,CD3D,2.8888326
57,B2M,CD3D,Fibroblast cell,T cell,2.8865464,0.0,Ligand,Receptor,B2M,CD3D,2.8865464
58,SPINK1,EGFR,Acinar cell,Acinar cell,2.8648748,0.0,Ligand,Receptor,SPINK1,EGFR,2.8648748
59,CEL,CXCR4,Acinar cell,T cell,2.842165,0.0,Ligand,Receptor,CEL,CXCR4,2.842165
60,COL1A1,CD44,Fibroblast cell,Ductal cell type 1,2.8363833,0.0,Ligand,Receptor,COL1A1,CD44,2.8363833
61,TIMP1,CD63,Ductal cell type 2,Fibroblast cell,2.8346362,0.0,Ligand,Receptor,TIMP1,CD63,2.8346362
62,LUM,ITGB1,Fibroblast cell,Stellate cell,2.831055,0.0,Ligand,Receptor,LUM,ITGB1,2.831055
63,TIMP1,CD63,Stellate cell,Ductal cell type 2,2.8069248,0.0,Ligand,Receptor,TIMP1,CD63,2.8069248
64,COL1A2,CD44,Fibroblast cell,Ductal cell type 1,2.7973433,0.0,Ligand,Receptor,COL1A2,CD44,2.7973433
65,TIMP1,CD63,Fibroblast cell,Endothelial cell,2.7937484,0.0,Ligand,Receptor,TIMP1,CD63,2.7937484
66,APP,CD74,Ductal cell type 2,B cell,2.7855628,0.0,Ligand,Receptor,APP,CD74,2.7855628
67,PRSS3,F2R,Acinar cell,Fibroblast cell,2.785254,0.0,Ligand,Receptor,PRSS3,F2R,2.785254
68,TIMP1,CD63,Stellate cell,Stellate cell,2.7780356,0.0,Ligand,Receptor,TIMP1,CD63,2.7780356
69,APP,CD74,Fibroblast cell,B cell,2.768853,0.0,Ligand,Receptor,APP,CD74,2.768853
70,LUM,ITGB1,Fibroblast cell,Fibroblast cell,2.756105,0.0,Ligand,Receptor,LUM,ITGB1,2.756105
71,CEL,CXCR4,Acinar cell,Macrophage cell,2.7508583,0.0,Ligand,Receptor,CEL,CXCR4,2.7508583
72,B2M,CD3D,Ductal cell type 1,T cell,2.7276382,0.0,Ligand,Receptor,B2M,CD3D,2.7276382
73,B2M,CD3G,T cell,T cell,2.726819,0.0,Ligand,Receptor,B2M,CD3G,2.726819
74,COPA,CD74,Ductal cell type 2,Macrophage cell,2.7226863,0.0,Ligand,Receptor,COPA,CD74,2.7226863
75,TIMP1,CD63,Fibroblast cell,Macrophage cell,2.720968,0.0,Ligand,Receptor,TIMP1,CD63,2.720968
76,TIMP1,CD63,Ductal cell type 2,Ductal cell type 2,2.7208848,0.0,Ligand,Receptor,TIMP1,CD63,2.7208848
77,HLA-B,CD3D,T cell,T cell,2.7098727,0.0,Ligand,Receptor,HLA-B,CD3D,2.7098727
78,TIMP1,CD63,Fibroblast cell,Endocrine cell,2.7026546,0.0,Ligand,Receptor,TIMP1,CD63,2.7026546
79,APP,CD74,Endocrine cell,B cell,2.6970494,0.0,Ligand,Receptor,APP,CD74,2.6970494
80,TIMP1,CD63,Ductal cell type 2,Stellate cell,2.6919956,0.0,Ligand,Receptor,TIMP1,CD63,2.6919956
81,TIMP1,CD63,Stellate cell,Ductal cell type 1,2.6760116,0.0,Ligand,Receptor,TIMP1,CD63,2.6760116
82,COL1A1,ITGA5,Fibroblast cell,Endothelial cell,2.6696994,0.0,Ligand,Receptor,COL1A1,ITGA5,2.6696994
83,HLA-B,CD3D,Endothelial cell,T cell,2.6668522,0.0,Ligand,Receptor,HLA-B,CD3D,2.6668522
84,HLA-B,CD3D,B cell,T cell,2.6667318,0.0,Ligand,Receptor,HLA-B,CD3D,2.6667318
85,B2M,CD1C,T cell,Macrophage cell,2.6641936,0.0,Ligand,Receptor,B2M,CD1C,2.6641936
86,COPA,CD74,Fibroblast cell,Macrophage cell,2.663711,0.0,Ligand,Receptor,COPA,CD74,2.663711
87,COPA,CD74,Endothelial cell,Macrophage cell,2.66357,0.0,Ligand,Receptor,COPA,CD74,2.66357
88,COL1A1,CD44,Fibroblast cell,T cell,2.6576924,0.0,Ligand,Receptor,COL1A1,CD44,2.6576924
89,LGALS1,ITGB1,Fibroblast cell,Stellate cell,2.6576362,0.0,Ligand,Receptor,LGALS1,ITGB1,2.6576362
90,APP,CD74,Stellate cell,B cell,2.6528027,0.0,Ligand,Receptor,APP,CD74,2.6528027
91,CALM2,AQP1,Ductal cell type 2,Endothelial cell,2.6525824,0.0,Ligand,Receptor,CALM2,AQP1,2.6525824
92,LUM,ITGB1,Fibroblast cell,Ductal cell type 2,2.6483319,0.0,Ligand,Receptor,LUM,ITGB1,2.6483319
93,B2M,CD247,T cell,T cell,2.6445222,0.0,Ligand,Receptor,B2M,CD247,2.6445222
94,LUM,ITGB1,Fibroblast cell,Endothelial cell,2.64214,0.0,Ligand,Receptor,LUM,ITGB1,2.64214
95,SPP1,S1PR1,Ductal cell type 1,Endothelial cell,2.6255388,0.0,Ligand,Receptor,SPP1,S1PR1,2.6255388
96,B2M,CD3G,Macrophage cell,T cell,2.620423,0.0,Ligand,Receptor,B2M,CD3G,2.620423
97,COPA,CD74,Ductal cell type 1,Macrophage cell,2.6187968,0.0,Ligand,Receptor,COPA,CD74,2.6187968
98,COL1A2,CD44,Fibroblast cell,T cell,2.6186526,0.0,Ligand,Receptor,COL1A2,CD44,2.6186526
99,APP,CD74,Macrophage cell,Macrophage cell,2.6158748,0.0,Ligand,Receptor,APP,CD74,2.6158748
100,B2M,CD3G,Ductal cell type 2,T cell,2.607407,0.0,Ligand,Receptor,B2M,CD3G,2.607407
101,COL1A1,SDC1,Fibroblast cell,Ductal cell type 2,2.6048472,0.0,Ligand,Receptor,COL1A1,SDC1,2.6048472
102,COPA,CD74,Stellate cell,Macrophage cell,2.6037,0.0,Ligand,Receptor,COPA,CD74,2.6037
103,APP,CD74,Acinar cell,Macrophage cell,2.6029348,0.0,Ligand,Receptor,APP,CD74,2.6029348
104,B2M,CD3G,Endothelial cell,T cell,2.598857,0.0,Ligand,Receptor,B2M,CD3G,2.598857
105,SPARC,ENG,Fibroblast cell,Endothelial cell,2.5988216,0.0,Ligand,Receptor,SPARC,ENG,2.5988216
106,COL1A1,ITGA1,Fibroblast cell,Endothelial cell,2.5986314,0.0,Ligand,Receptor,COL1A1,ITGA1,2.5986314
107,COPA,CD74,Endocrine cell,Macrophage cell,2.5966704,0.0,Ligand,Receptor,COPA,CD74,2.5966704
108,COPA,CD74,Macrophage cell,Macrophage cell,2.596047,0.0,Ligand,Receptor,COPA,CD74,2.596047
109,COL1A1,CD44,Fibroblast cell,Macrophage cell,2.5960422,0.0,Ligand,Receptor,COL1A1,CD44,2.5960422
110,SPP1,CD44,Ductal cell type 1,Ductal cell type 1,2.5944724,0.0,Ligand,Receptor,SPP1,CD44,2.5944724
111,HLA-B,CD3D,Ductal cell type 2,T cell,2.5919518,0.0,Ligand,Receptor,HLA-B,CD3D,2.5919518
112,TIMP1,CD63,Ductal cell type 2,Ductal cell type 1,2.5899715,0.0,Ligand,Receptor,TIMP1,CD63,2.5899715
113,APP,CD74,Endothelial cell,Endothelial cell,2.5858054,0.0,Ligand,Receptor,APP,CD74,2.5858054
114,COL1A1,CD44,Fibroblast cell,Stellate cell,2.583176,0.0,Ligand,Receptor,COL1A1,CD44,2.583176
115,LGALS1,ITGB1,Fibroblast cell,Fibroblast cell,2.582686,0.0,Ligand,Receptor,LGALS1,ITGB1,2.582686
116,APP,RPSA,Endothelial cell,B cell,2.5659432,0.0,Ligand,Receptor,APP,RPSA,2.5659432
117,COL1A2,SDC1,Fibroblast cell,Ductal cell type 2,2.5658073,0.0,Ligand,Receptor,COL1A2,SDC1,2.5658073
118,COL1A2,ITGA1,Fibroblast cell,Endothelial cell,2.5595913,0.0,Ligand,Receptor,COL1A2,ITGA1,2.5595913
119,B2M,CD1C,Macrophage cell,Macrophage cell,2.5577974,0.0,Ligand,Receptor,B2M,CD1C,2.5577974
120,COL1A2,CD44,Fibroblast cell,Macrophage cell,2.5570023,0.0,Ligand,Receptor,COL1A2,CD44,2.5570023
121,COL1A1,ITGA1,Fibroblast cell,Stellate cell,2.5551062,0.0,Ligand,Receptor,COL1A1,ITGA1,2.5551062
122,APP,CD74,B cell,Macrophage cell,2.5514758,0.0,Ligand,Receptor,APP,CD74,2.5514758
123,HLA-B,CD3D,Macrophage cell,T cell,2.546308,0.0,Ligand,Receptor,HLA-B,CD3D,2.546308
124,B2M,CD3G,Stellate cell,T cell,2.5457318,0.0,Ligand,Receptor,B2M,CD3G,2.5457318
125,B2M,CD1C,Ductal cell type 2,Macrophage cell,2.5447817,0.0,Ligand,Receptor,B2M,CD1C,2.5447817
126,COL1A2,CD44,Fibroblast cell,Stellate cell,2.544136,0.0,Ligand,Receptor,COL1A2,CD44,2.544136
127,PRSS3,F2R,Acinar cell,Endothelial cell,2.5386567,0.0,Ligand,Receptor,PRSS3,F2R,2.5386567
128,B2M,CD247,Macrophage cell,T cell,2.5381262,0.0,Ligand,Receptor,B2M,CD247,2.5381262
129,CALM2,AQP1,Stellate cell,Endothelial cell,2.5377555,0.0,Ligand,Receptor,CALM2,AQP1,2.5377555
130,B2M,CD1C,Endothelial cell,Macrophage cell,2.5362315,0.0,Ligand,Receptor,B2M,CD1C,2.5362315
131,COL3A1,ITGA1,Fibroblast cell,Endothelial cell,2.530274,0.0,Ligand,Receptor,COL3A1,ITGA1,2.530274
132,B2M,TFRC,T cell,Macrophage cell,2.5270622,0.0,Ligand,Receptor,B2M,TFRC,2.5270622
133,APP,CD74,T cell,Macrophage cell,2.5270364,0.0,Ligand,Receptor,APP,CD74,2.5270364
134,B2M,CD3D,T cell,Macrophage cell,2.5266647,0.0,Ligand,Receptor,B2M,CD3D,2.5266647
135,B2M,CD3D,T cell,Endocrine cell,2.526656,0.001,Ligand,Receptor,B2M,CD3D,2.526656
136,B2M,CD247,Ductal cell type 2,T cell,2.5251102,0.0,Ligand,Receptor,B2M,CD247,2.5251102
137,COPA,CD74,T cell,Macrophage cell,2.5243118,0.0,Ligand,Receptor,COPA,CD74,2.5243118
138,B2M,CD1C,T cell,B cell,2.520754,0.0,Ligand,Receptor,B2M,CD1C,2.520754
139,B2M,CD247,Endothelial cell,T cell,2.51656,0.0,Ligand,Receptor,B2M,CD247,2.51656
140,COL1A2,ITGA1,Fibroblast cell,Stellate cell,2.5160663,0.0,Ligand,Receptor,COL1A2,ITGA1,2.5160663
141,COL1A1,CD44,Fibroblast cell,B cell,2.514504,0.0,Ligand,Receptor,COL1A1,CD44,2.514504
142,COPA,CD74,B cell,Macrophage cell,2.5112553,0.0,Ligand,Receptor,COPA,CD74,2.5112553
143,S100A10,CFTR,Ductal cell type 1,Ductal cell type 1,2.510281,0.0,Ligand,Receptor,S100A10,CFTR,2.510281
144,COPA,CD74,Acinar cell,Macrophage cell,2.5101395,0.0,Ligand,Receptor,COPA,CD74,2.5101395
145,APP,CD74,Ductal cell type 1,Endothelial cell,2.5092955,0.0,Ligand,Receptor,APP,CD74,2.5092955
146,INS,INSR,Ductal cell type 2,Endothelial cell,2.5090675,0.0,Ligand,Receptor,INS,INSR,2.5090675
147,COL1A1,CD44,Fibroblast cell,Ductal cell type 2,2.5066185,0.0,Ligand,Receptor,COL1A1,CD44,2.5066185
148,B2M,CD3D,T cell,Ductal cell type 1,2.5012677,0.0,Ligand,Receptor,B2M,CD3D,2.5012677
149,COL1A1,ITGA2,Fibroblast cell,Ductal cell type 2,2.5008929,0.0,Ligand,Receptor,COL1A1,ITGA2,2.5008929
150,FN1,CD79A,Fibroblast cell,B cell,2.5008545,0.0,Ligand,Receptor,FN1,CD79A,2.5008545
151,APP,RPSA,Endothelial cell,T cell,2.500826,0.0,Ligand,Receptor,APP,RPSA,2.500826
152,INS,INSR,Macrophage cell,Endothelial cell,2.4993143,0.0,Ligand,Receptor,INS,INSR,2.4993143
153,INS,INSR,Endothelial cell,Endothelial cell,2.4979916,0.0,Ligand,Receptor,INS,INSR,2.4979916
154,TIMP1,CD63,Stellate cell,Endothelial cell,2.4923067,0.0,Ligand,Receptor,TIMP1,CD63,2.4923067
155,APP,RPSA,Ductal cell type 1,B cell,2.4894333,0.0,Ligand,Receptor,APP,RPSA,2.4894333
156,COL3A1,ITGA1,Fibroblast cell,Stellate cell,2.486749,0.0,Ligand,Receptor,COL3A1,ITGA1,2.486749
157,B2M,CD3G,B cell,T cell,2.485994,0.0,Ligand,Receptor,B2M,CD3G,2.485994
158,HLA-B,CD3D,Stellate cell,T cell,2.4851208,0.0,Ligand,Receptor,HLA-B,CD3D,2.4851208
