,ligand,receptor,source,target,lr_means,cellphone_pvals,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
0,PRSS1,F2R,Acinar cell,Fibroblast cell,3.926889,0.0,Ligand,Receptor,PRSS1,F2R,3.926889
1,INS,INSR,Endocrine cell,Endothelial cell,3.892406,0.0,Ligand,Receptor,INS,INSR,3.892406
2,PRSS1,F2RL3,Acinar cell,Endothelial cell,3.8490522,0.0,Ligand,Receptor,PRSS1,F2RL3,3.8490522
3,INS,INSR,Endocrine cell,Acinar cell,3.827189,0.0,Ligand,Receptor,INS,INSR,3.827189
4,INS,INSR,Endocrine cell,Macrophage cell,3.8195925,0.0,Ligand,Receptor,INS,INSR,3.8195925
5,INS,INSR,Endocrine cell,Ductal cell type 1,3.7738562,0.0,Ligand,Receptor,INS,INSR,3.7738562
6,INS,INSR,Endocrine cell,Stellate cell,3.7566442,0.0,Ligand,Receptor,INS,INSR,3.7566442
7,INS,IGF1R,Endocrine cell,Fibroblast cell,3.749729,0.0,Ligand,Receptor,INS,IGF1R,3.749729
8,PRSS1,F2RL1,Acinar cell,Ductal cell type 1,3.729945,0.0,Ligand,Receptor,PRSS1,F2RL1,3.729945
9,INS,IGF1R,Endocrine cell,Ductal cell type 1,3.7116213,0.0,Ligand,Receptor,INS,IGF1R,3.7116213
10,INS,IGF1R,Endocrine cell,Endocrine cell,3.710632,0.0,Ligand,Receptor,INS,IGF1R,3.710632
11,INS,LILRB2,Endocrine cell,Macrophage cell,3.7059166,0.0,Ligand,Receptor,INS,LILRB2,3.7059166
12,INS,INSR,Endocrine cell,Fibroblast cell,3.6890016,0.0,Ligand,Receptor,INS,INSR,3.6890016
13,INS,IGF1R,Endocrine cell,Acinar cell,3.664927,0.0,Ligand,Receptor,INS,IGF1R,3.664927
14,PRSS1,PARD3,Acinar cell,Ductal cell type 1,3.6046596,0.0,Ligand,Receptor,PRSS1,PARD3,3.6046596
15,PRSS1,PARD3,Acinar cell,Endocrine cell,3.580544,0.0,Ligand,Receptor,PRSS1,PARD3,3.580544
16,PRSS1,F2RL1,Acinar cell,Acinar cell,3.5702121,0.0,Ligand,Receptor,PRSS1,F2RL1,3.5702121
17,TIMP1,CD63,Fibroblast cell,Fibroblast cell,3.5483475,0.0,Ligand,Receptor,TIMP1,CD63,3.5483475
18,APP,CD74,Endothelial cell,Macrophage cell,3.3636394,0.0,Ligand,Receptor,APP,CD74,3.3636394
19,APP,CD74,Ductal cell type 1,Macrophage cell,3.3328373,0.0,Ligand,Receptor,APP,CD74,3.3328373
20,TIMP1,CD63,Fibroblast cell,Ductal cell type 1,3.2218275,0.0,Ligand,Receptor,TIMP1,CD63,3.2218275
21,TIMP1,CD63,Fibroblast cell,Macrophage cell,3.182343,0.0,Ligand,Receptor,TIMP1,CD63,3.182343
22,TIMP1,CD63,Fibroblast cell,Stellate cell,3.1585698,0.0,Ligand,Receptor,TIMP1,CD63,3.1585698
23,TIMP1,CD63,Fibroblast cell,Endothelial cell,3.1563323,0.0,Ligand,Receptor,TIMP1,CD63,3.1563323
24,LUM,ITGB1,Fibroblast cell,Fibroblast cell,3.0365195,0.0,Ligand,Receptor,LUM,ITGB1,3.0365195
25,APP,CD74,Stellate cell,Macrophage cell,3.0273585,0.0,Ligand,Receptor,APP,CD74,3.0273585
26,APOE,TREM2,Macrophage cell,Macrophage cell,2.9706082,0.0,Ligand,Receptor,APOE,TREM2,2.9706082
27,IAPP,RAMP2,Endocrine cell,Endothelial cell,2.9169023,0.0,Ligand,Receptor,IAPP,RAMP2,2.9169023
28,LUM,ITGB1,Fibroblast cell,Stellate cell,2.9059746,0.0,Ligand,Receptor,LUM,ITGB1,2.9059746
29,APP,CD74,Endocrine cell,Macrophage cell,2.88671,0.0,Ligand,Receptor,APP,CD74,2.88671
