,ligand,receptor,source,target,lr_means,cellphone_pvals,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
48,PRSS3,F2R,Acinar cell,Fibroblast cell,2.6358542,0.0,Ligand,Receptor,PRSS3,F2R,2.6358542
50,COPA,CD74,Acinar cell,Macrophage cell,2.617339,0.0,Ligand,Receptor,COPA,CD74,2.617339
51,COPA,CD74,Fibroblast cell,Macrophage cell,2.6159534,0.0,Ligand,Receptor,COPA,CD74,2.6159534
52,IAPP,RAMP3,Endocrine cell,Endothelial cell,2.614964,0.0,Ligand,Receptor,IAPP,RAMP3,2.614964
54,INS,INSR,Acinar cell,Endothelial cell,2.610035,0.0,Ligand,Receptor,INS,INSR,2.610035
55,APP,CD74,Fibroblast cell,Endothelial cell,2.6066618,0.0,Ligand,Receptor,APP,CD74,2.6066618
56,COPA,CD74,Endocrine cell,Macrophage cell,2.6056952,0.0,Ligand,Receptor,COPA,CD74,2.6056952
58,LUM,ITGB1,Fibroblast cell,Ductal cell type 1,2.585707,0.0,Ligand,Receptor,LUM,ITGB1,2.585707
59,COPA,CD74,B cell,Macrophage cell,2.5738633,0.0,Ligand,Receptor,COPA,CD74,2.5738633
61,INS,INSR,Endothelial cell,Endothelial cell,2.5573695,0.0,Ligand,Receptor,INS,INSR,2.5573695
64,INS,INSR,Ductal cell type 1,Endothelial cell,2.5390794,0.0,Ligand,Receptor,INS,INSR,2.5390794
65,HLA-B,CANX,Endothelial cell,B cell,2.538901,0.0,Ligand,Receptor,HLA-B,CANX,2.538901
69,INS,INSR,Macrophage cell,Endothelial cell,2.5287359,0.007,Ligand,Receptor,INS,INSR,2.5287359
73,TIMP1,CD63,Fibroblast cell,Ductal cell type 1,2.5072436,0.0,Ligand,Receptor,TIMP1,CD63,2.5072436
74,DCN,TLR2,Fibroblast cell,Macrophage cell,2.5027122,0.0,Ligand,Receptor,DCN,TLR2,2.5027122
79,TIMP1,CD63,Fibroblast cell,Endothelial cell,2.479352,0.0,Ligand,Receptor,TIMP1,CD63,2.479352
80,PRSS3,F2RL1,Acinar cell,Ductal cell type 1,2.4588122,0.0,Ligand,Receptor,PRSS3,F2RL1,2.4588122
81,HLA-DRA,CD4,Macrophage cell,Macrophage cell,2.4526494,0.0,Ligand,Receptor,HLA-DRA,CD4,2.4526494
82,APOE,TREM2,Macrophage cell,Macrophage cell,2.4455633,0.0,Ligand,Receptor,APOE,TREM2,2.4455633
83,COL1A2,CD36,Fibroblast cell,Endothelial cell,2.4449377,0.0,Ligand,Receptor,COL1A2,CD36,2.4449377
84,LUM,ITGB1,Fibroblast cell,Macrophage cell,2.4429386,0.0,Ligand,Receptor,LUM,ITGB1,2.4429386
85,S100A10,CFTR,Ductal cell type 1,Ductal cell type 1,2.4404707,0.0,Ligand,Receptor,S100A10,CFTR,2.4404707
86,FABP5,RXRA,Endothelial cell,Ductal cell type 1,2.4369612,0.0,Ligand,Receptor,FABP5,RXRA,2.4369612
88,APP,CD74,Endocrine cell,Endothelial cell,2.4276807,0.0,Ligand,Receptor,APP,CD74,2.4276807
89,HLA-A,APLP2,Endothelial cell,Ductal cell type 1,2.4248486,0.0,Ligand,Receptor,HLA-A,APLP2,2.4248486
90,DCN,EGFR,Fibroblast cell,Fibroblast cell,2.419926,0.0,Ligand,Receptor,DCN,EGFR,2.419926
91,TIMP1,CD63,Fibroblast cell,B cell,2.4190097,0.0,Ligand,Receptor,TIMP1,CD63,2.4190097
92,TIMP1,CD63,Fibroblast cell,Macrophage cell,2.416071,0.0,Ligand,Receptor,TIMP1,CD63,2.416071
93,HLA-B,CANX,Endothelial cell,Fibroblast cell,2.4155693,0.0,Ligand,Receptor,HLA-B,CANX,2.4155693
94,FABP5,RXRA,Endothelial cell,Endothelial cell,2.4147773,0.0,Ligand,Receptor,FABP5,RXRA,2.4147773
95,FABP5,RXRA,Endothelial cell,Endocrine cell,2.4146965,0.0,Ligand,Receptor,FABP5,RXRA,2.4146965
96,FABP5,RXRA,Endothelial cell,Fibroblast cell,2.4144015,0.0,Ligand,Receptor,FABP5,RXRA,2.4144015
97,APP,CD74,Stellate cell,Endothelial cell,2.4100022,0.0,Ligand,Receptor,APP,CD74,2.4100022
98,HLA-B,CANX,Endothelial cell,Endothelial cell,2.409639,0.0,Ligand,Receptor,HLA-B,CANX,2.409639
100,HLA-B,CANX,Endothelial cell,Ductal cell type 1,2.4055018,0.0,Ligand,Receptor,HLA-B,CANX,2.4055018
101,FABP5,RXRA,Endothelial cell,Stellate cell,2.3987617,0.0,Ligand,Receptor,FABP5,RXRA,2.3987617
103,HLA-B,CANX,Endothelial cell,Macrophage cell,2.3924255,0.0,Ligand,Receptor,HLA-B,CANX,2.3924255
104,HLA-DRA,CD4,Macrophage cell,Stellate cell,2.3846743,0.0,Ligand,Receptor,HLA-DRA,CD4,2.3846743
107,APOD,LEPR,Fibroblast cell,Endothelial cell,2.3761346,0.0,Ligand,Receptor,APOD,LEPR,2.3761346
108,HLA-B,CANX,Endothelial cell,Acinar cell,2.3742158,0.0,Ligand,Receptor,HLA-B,CANX,2.3742158
110,DCN,EGFR,Fibroblast cell,Ductal cell type 1,2.365924,0.0,Ligand,Receptor,DCN,EGFR,2.365924
112,LGALS1,ITGB1,Stellate cell,Stellate cell,2.357661,0.0,Ligand,Receptor,LGALS1,ITGB1,2.357661
116,LGALS1,ITGB1,Fibroblast cell,Stellate cell,2.354012,0.0,Ligand,Receptor,LGALS1,ITGB1,2.354012
117,HLA-B,CANX,Endothelial cell,Endocrine cell,2.3511662,0.0,Ligand,Receptor,HLA-B,CANX,2.3511662
118,B2M,TFRC,Macrophage cell,B cell,2.3510392,0.0,Ligand,Receptor,B2M,TFRC,2.3510392
121,LUM,ITGB1,Fibroblast cell,Endocrine cell,2.3421943,0.0,Ligand,Receptor,LUM,ITGB1,2.3421943
123,B2M,LILRB1,Macrophage cell,B cell,2.339878,0.0,Ligand,Receptor,B2M,LILRB1,2.339878
125,LUM,ITGB1,Fibroblast cell,Acinar cell,2.3379157,0.0,Ligand,Receptor,LUM,ITGB1,2.3379157
131,LUM,ITGB1,Fibroblast cell,B cell,2.3242013,0.0,Ligand,Receptor,LUM,ITGB1,2.3242013
136,HLA-C,NOTCH4,Endothelial cell,Endothelial cell,2.3148427,0.0,Ligand,Receptor,HLA-C,NOTCH4,2.3148427
138,APP,CD74,Acinar cell,Endothelial cell,2.3128023,0.0,Ligand,Receptor,APP,CD74,2.3128023
144,PRSS3,PARD3,Acinar cell,Stellate cell,2.3027775,0.0,Ligand,Receptor,PRSS3,PARD3,2.3027775
148,TIMP1,CD63,Stellate cell,Fibroblast cell,2.2933388,0.0,Ligand,Receptor,TIMP1,CD63,2.2933388
150,PRSS3,PARD3,Acinar cell,Ductal cell type 1,2.2913415,0.0,Ligand,Receptor,PRSS3,PARD3,2.2913415
157,CALM2,AQP1,Stellate cell,Ductal cell type 1,2.2699594,0.0,Ligand,Receptor,CALM2,AQP1,2.2699594
158,PRSS3,F2RL1,Acinar cell,Endocrine cell,2.269924,0.0,Ligand,Receptor,PRSS3,F2RL1,2.269924
159,HLA-B,CANX,Endothelial cell,Stellate cell,2.2679706,0.0,Ligand,Receptor,HLA-B,CANX,2.2679706
163,PRSS3,PARD3,Acinar cell,Endocrine cell,2.2649212,0.0,Ligand,Receptor,PRSS3,PARD3,2.2649212
165,VIM,CD44,Fibroblast cell,Ductal cell type 1,2.261383,0.0,Ligand,Receptor,VIM,CD44,2.261383
172,CEL,CXCR4,Acinar cell,B cell,2.2510467,0.0,Ligand,Receptor,CEL,CXCR4,2.2510467
178,APOE,LRP1,Macrophage cell,Fibroblast cell,2.2414837,0.0,Ligand,Receptor,APOE,LRP1,2.2414837
181,CEL,CXCR4,Acinar cell,Endocrine cell,2.2398596,0.0,Ligand,Receptor,CEL,CXCR4,2.2398596
183,TIMP1,CD63,Stellate cell,Stellate cell,2.2373047,0.0,Ligand,Receptor,TIMP1,CD63,2.2373047
186,TNFSF13B,HLA-DPB1,Macrophage cell,Macrophage cell,2.23375,0.0,Ligand,Receptor,TNFSF13B,HLA-DPB1,2.23375
192,FBLN1,ITGB1,Fibroblast cell,Stellate cell,2.229392,0.0,Ligand,Receptor,FBLN1,ITGB1,2.229392
194,HLA-A,APLP2,Endothelial cell,Fibroblast cell,2.229152,0.0,Ligand,Receptor,HLA-A,APLP2,2.229152
196,HSP90AA1,CFTR,Ductal cell type 1,Ductal cell type 1,2.2248983,0.0,Ligand,Receptor,HSP90AA1,CFTR,2.2248983
210,S100A10,CFTR,Endothelial cell,Ductal cell type 1,2.1932368,0.0,Ligand,Receptor,S100A10,CFTR,2.1932368
211,HLA-A,APLP2,Endothelial cell,Endothelial cell,2.1919653,0.0,Ligand,Receptor,HLA-A,APLP2,2.1919653
212,APOE,TREM2,Stellate cell,Macrophage cell,2.1908069,0.0,Ligand,Receptor,APOE,TREM2,2.1908069
214,VIM,CD44,Fibroblast cell,Stellate cell,2.1896846,0.0,Ligand,Receptor,VIM,CD44,2.1896846
215,APP,CD74,Macrophage cell,Endothelial cell,2.1882126,0.0,Ligand,Receptor,APP,CD74,2.1882126
217,HLA-DPB1,CD4,Macrophage cell,Macrophage cell,2.170636,0.0,Ligand,Receptor,HLA-DPB1,CD4,2.170636
218,TNFSF13B,HLA-DPB1,Fibroblast cell,Macrophage cell,2.168761,0.0,Ligand,Receptor,TNFSF13B,HLA-DPB1,2.168761
219,VIM,CD44,Stellate cell,Ductal cell type 1,2.16013,0.0,Ligand,Receptor,VIM,CD44,2.16013
220,HLA-DPA1,CD4,Macrophage cell,Macrophage cell,2.1546783,0.0,Ligand,Receptor,HLA-DPA1,CD4,2.1546783
221,LGALS1,ITGB1,Macrophage cell,Stellate cell,2.1545532,0.0,Ligand,Receptor,LGALS1,ITGB1,2.1545532
222,HMGB1,CXCR4,Endothelial cell,Macrophage cell,2.1510139,0.0,Ligand,Receptor,HMGB1,CXCR4,2.1510139
223,LGALS1,ITGB1,Stellate cell,Fibroblast cell,2.1489937,0.0,Ligand,Receptor,LGALS1,ITGB1,2.1489937
224,LGALS1,ITGB1,Fibroblast cell,Fibroblast cell,2.1453447,0.0,Ligand,Receptor,LGALS1,ITGB1,2.1453447
225,HLA-A,APLP2,Endothelial cell,Macrophage cell,2.1321917,0.0,Ligand,Receptor,HLA-A,APLP2,2.1321917
226,CALM2,AQP1,Ductal cell type 1,Ductal cell type 1,2.1319082,0.0,Ligand,Receptor,CALM2,AQP1,2.1319082
227,TNFSF9,HLA-DPA1,B cell,Macrophage cell,2.1317275,0.0,Ligand,Receptor,TNFSF9,HLA-DPA1,2.1317275
229,RPS19,C5AR1,Macrophage cell,Macrophage cell,2.128243,0.0,Ligand,Receptor,RPS19,C5AR1,2.128243
230,CALM2,AQP1,Fibroblast cell,Ductal cell type 1,2.125074,0.0,Ligand,Receptor,CALM2,AQP1,2.125074
231,APP,RPSA,Ductal cell type 1,Ductal cell type 1,2.1212926,0.0,Ligand,Receptor,APP,RPSA,2.1212926
232,B2M,LILRB1,Stellate cell,B cell,2.1191583,0.006,Ligand,Receptor,B2M,LILRB1,2.1191583
233,CALM2,AQP1,Stellate cell,Endothelial cell,2.1176205,0.0,Ligand,Receptor,CALM2,AQP1,2.1176205
234,LGALS1,ITGB1,Stellate cell,Endothelial cell,2.1125057,0.0,Ligand,Receptor,LGALS1,ITGB1,2.1125057
235,LGALS1,ITGB1,Fibroblast cell,Endothelial cell,2.1088567,0.0,Ligand,Receptor,LGALS1,ITGB1,2.1088567
236,APP,RPSA,Endothelial cell,Ductal cell type 1,2.1080215,0.0,Ligand,Receptor,APP,RPSA,2.1080215
237,HLA-A,APLP2,Endothelial cell,Stellate cell,2.1074996,0.0,Ligand,Receptor,HLA-A,APLP2,2.1074996
238,HLA-DPB1,CD4,Macrophage cell,Stellate cell,2.102661,0.0,Ligand,Receptor,HLA-DPB1,CD4,2.102661
239,COPA,CD74,Endothelial cell,Endothelial cell,2.0987303,0.0,Ligand,Receptor,COPA,CD74,2.0987303
242,HLA-B,LILRB1,Endothelial cell,B cell,2.092295,0.0,Ligand,Receptor,HLA-B,LILRB1,2.092295
243,TIMP1,CD63,Fibroblast cell,Acinar cell,2.0916014,0.0,Ligand,Receptor,TIMP1,CD63,2.0916014
244,VIM,CD44,Stellate cell,Stellate cell,2.0884318,0.0,Ligand,Receptor,VIM,CD44,2.0884318
245,COPA,CD74,Ductal cell type 1,Endothelial cell,2.0882506,0.0,Ligand,Receptor,COPA,CD74,2.0882506
246,HLA-DPA1,CD4,Macrophage cell,Stellate cell,2.0867033,0.0,Ligand,Receptor,HLA-DPA1,CD4,2.0867033
248,SPARC,ENG,Endothelial cell,Endothelial cell,2.0823822,0.0,Ligand,Receptor,SPARC,ENG,2.0823822
249,B2M,LILRB1,Fibroblast cell,B cell,2.0818973,0.001,Ligand,Receptor,B2M,LILRB1,2.0818973
250,COPA,CD74,Macrophage cell,Endothelial cell,2.0818,0.0,Ligand,Receptor,COPA,CD74,2.0818
252,TIMP1,CD63,Fibroblast cell,Endocrine cell,2.070254,0.0,Ligand,Receptor,TIMP1,CD63,2.070254
253,APOE,SORL1,Macrophage cell,Macrophage cell,2.0671148,0.0,Ligand,Receptor,APOE,SORL1,2.0671148
254,TIMP1,CD63,Stellate cell,Ductal cell type 1,2.060992,0.0,Ligand,Receptor,TIMP1,CD63,2.060992
255,COPA,CD74,Acinar cell,Endothelial cell,2.0604692,0.0,Ligand,Receptor,COPA,CD74,2.0604692
256,COPA,CD74,Fibroblast cell,Endothelial cell,2.0590837,0.0,Ligand,Receptor,COPA,CD74,2.0590837
258,IAPP,RAMP1,Endocrine cell,Ductal cell type 1,2.0515244,0.0,Ligand,Receptor,IAPP,RAMP1,2.0515244
259,RPS19,C5AR1,B cell,Macrophage cell,2.0510473,0.0,Ligand,Receptor,RPS19,C5AR1,2.0510473
260,COPA,CD74,Endocrine cell,Endothelial cell,2.0488255,0.0,Ligand,Receptor,COPA,CD74,2.0488255
262,TIMP1,CD63,Stellate cell,Endothelial cell,2.0331001,0.0,Ligand,Receptor,TIMP1,CD63,2.0331001
263,HMGB1,CXCR4,Stellate cell,Macrophage cell,2.0294254,0.0,Ligand,Receptor,HMGB1,CXCR4,2.0294254
264,HLA-C,NOTCH4,B cell,Endothelial cell,2.0291421,0.0,Ligand,Receptor,HLA-C,NOTCH4,2.0291421
266,FBLN1,ITGB1,Fibroblast cell,Fibroblast cell,2.0207248,0.0,Ligand,Receptor,FBLN1,ITGB1,2.0207248
267,COPA,CD74,B cell,Endothelial cell,2.0169935,0.0,Ligand,Receptor,COPA,CD74,2.0169935
268,CXCL12,CXCR4,Fibroblast cell,Macrophage cell,2.0159068,0.0,Ligand,Receptor,CXCL12,CXCR4,2.0159068
269,APP,RPSA,Ductal cell type 1,Macrophage cell,2.0145168,0.0,Ligand,Receptor,APP,RPSA,2.0145168
270,IAPP,CALCRL,Endocrine cell,Endothelial cell,2.0136404,0.0,Ligand,Receptor,IAPP,CALCRL,2.0136404
271,CEL,CXCR4,Endocrine cell,Macrophage cell,2.0068245,0.0,Ligand,Receptor,CEL,CXCR4,2.0068245
272,CALM2,AQP1,Macrophage cell,Ductal cell type 1,2.00682,0.0,Ligand,Receptor,CALM2,AQP1,2.00682
273,APP,RPSA,Endothelial cell,Macrophage cell,2.0012457,0.0,Ligand,Receptor,APP,RPSA,2.0012457
274,CXCL14,CXCR4,Fibroblast cell,Macrophage cell,1.9993628,0.0,Ligand,Receptor,CXCL14,CXCR4,1.9993628
275,HLA-A,APLP2,Endothelial cell,Endocrine cell,1.9981546,0.0,Ligand,Receptor,HLA-A,APLP2,1.9981546
276,HLA-DRB1,CD4,Macrophage cell,Macrophage cell,1.9954686,0.0,Ligand,Receptor,HLA-DRB1,CD4,1.9954686
277,TIMP1,CD63,Endocrine cell,Fibroblast cell,1.9932404,0.0,Ligand,Receptor,TIMP1,CD63,1.9932404
278,APOE,LRP1,Stellate cell,Fibroblast cell,1.9867272,0.0,Ligand,Receptor,APOE,LRP1,1.9867272
279,SPARC,ENG,Stellate cell,Endothelial cell,1.9866867,0.0,Ligand,Receptor,SPARC,ENG,1.9866867
280,FBLN1,ITGB1,Fibroblast cell,Endothelial cell,1.9842367,0.0,Ligand,Receptor,FBLN1,ITGB1,1.9842367
281,CALM2,AQP1,Ductal cell type 1,Endothelial cell,1.9795692,0.0,Ligand,Receptor,CALM2,AQP1,1.9795692
282,CEL,CXCR4,B cell,Macrophage cell,1.9788623,0.004,Ligand,Receptor,CEL,CXCR4,1.9788623
283,HMGB1,CXCR4,Fibroblast cell,Macrophage cell,1.9773171,0.0,Ligand,Receptor,HMGB1,CXCR4,1.9773171
284,TIMP1,CD63,Stellate cell,B cell,1.9727579,0.0,Ligand,Receptor,TIMP1,CD63,1.9727579
285,CALM2,AQP1,Fibroblast cell,Endothelial cell,1.9727349,0.0,Ligand,Receptor,CALM2,AQP1,1.9727349
286,TIMP1,CD63,Stellate cell,Macrophage cell,1.9698193,0.0,Ligand,Receptor,TIMP1,CD63,1.9698193
288,TIMP1,CD63,Endothelial cell,Fibroblast cell,1.9679794,0.0,Ligand,Receptor,TIMP1,CD63,1.9679794
289,HMGB1,CXCR4,Ductal cell type 1,Macrophage cell,1.9595228,0.0,Ligand,Receptor,HMGB1,CXCR4,1.9595228
290,APOE,TREM2,Fibroblast cell,Macrophage cell,1.9563544,0.0,Ligand,Receptor,APOE,TREM2,1.9563544
291,VIM,CD44,Fibroblast cell,Fibroblast cell,1.9506899,0.0,Ligand,Receptor,VIM,CD44,1.9506899
294,LGALS1,ITGB1,Macrophage cell,Fibroblast cell,1.9458859,0.0,Ligand,Receptor,LGALS1,ITGB1,1.9458859
295,COL1A2,SDC1,Fibroblast cell,B cell,1.9455993,0.0,Ligand,Receptor,COL1A2,SDC1,1.9455993
296,VIM,CD44,Fibroblast cell,Macrophage cell,1.9454663,0.0,Ligand,Receptor,VIM,CD44,1.9454663
298,HLA-A,APLP2,Endothelial cell,Acinar cell,1.9437476,0.0,Ligand,Receptor,HLA-A,APLP2,1.9437476
299,TIMP1,CD63,Endocrine cell,Stellate cell,1.9372063,0.0,Ligand,Receptor,TIMP1,CD63,1.9372063
301,APOE,SDC2,Macrophage cell,Stellate cell,1.9345046,0.0,Ligand,Receptor,APOE,SDC2,1.9345046
302,VIM,CD44,Fibroblast cell,B cell,1.9326851,0.0,Ligand,Receptor,VIM,CD44,1.9326851
303,HLA-DRB1,CD4,Macrophage cell,Stellate cell,1.9274936,0.0,Ligand,Receptor,HLA-DRB1,CD4,1.9274936
305,APOE,SDC2,Macrophage cell,Fibroblast cell,1.925916,0.0,Ligand,Receptor,APOE,SDC2,1.925916
306,PSAP,LRP1,Macrophage cell,Fibroblast cell,1.9195588,0.0,Ligand,Receptor,PSAP,LRP1,1.9195588
308,RPS19,C5AR1,Stellate cell,Macrophage cell,1.9181417,0.0,Ligand,Receptor,RPS19,C5AR1,1.9181417
309,HLA-A,ERBB2,Endothelial cell,Ductal cell type 1,1.9143994,0.0,Ligand,Receptor,HLA-A,ERBB2,1.9143994
310,TIMP1,CD63,Endothelial cell,Stellate cell,1.9119455,0.0,Ligand,Receptor,TIMP1,CD63,1.9119455
311,LGALS1,ITGB1,Macrophage cell,Endothelial cell,1.9093978,0.0,Ligand,Receptor,LGALS1,ITGB1,1.9093978
312,LGALS1,ITGB1,Stellate cell,Ductal cell type 1,1.9088597,0.0,Ligand,Receptor,LGALS1,ITGB1,1.9088597
313,VIM,CD44,Fibroblast cell,Acinar cell,1.907809,0.0,Ligand,Receptor,VIM,CD44,1.907809
314,HSP90AA1,CFTR,Macrophage cell,Ductal cell type 1,1.9067683,0.0,Ligand,Receptor,HSP90AA1,CFTR,1.9067683
315,LGALS1,ITGB1,Fibroblast cell,Ductal cell type 1,1.9052106,0.0,Ligand,Receptor,LGALS1,ITGB1,1.9052106
316,HSP90B1,LRP1,B cell,Fibroblast cell,1.9035461,0.0,Ligand,Receptor,HSP90B1,LRP1,1.9035461
317,HLA-B,CANX,Macrophage cell,Fibroblast cell,1.9020323,0.004,Ligand,Receptor,HLA-B,CANX,1.9020323
318,S100A10,CFTR,Macrophage cell,Ductal cell type 1,1.9013534,0.0,Ligand,Receptor,S100A10,CFTR,1.9013534
319,APOE,SORL1,Macrophage cell,Endocrine cell,1.8983592,0.0,Ligand,Receptor,APOE,SORL1,1.8983592
321,HLA-B,CANX,Macrophage cell,Endothelial cell,1.896102,0.002,Ligand,Receptor,HLA-B,CANX,1.896102
323,S100A10,CFTR,Ductal cell type 1,Endocrine cell,1.8923705,0.002,Ligand,Receptor,S100A10,CFTR,1.8923705
324,HLA-B,CANX,Macrophage cell,Ductal cell type 1,1.8919648,0.003,Ligand,Receptor,HLA-B,CANX,1.8919648
326,APOE,LSR,Macrophage cell,B cell,1.8889273,0.0,Ligand,Receptor,APOE,LSR,1.8889273
327,APP,RPSA,Ductal cell type 1,Fibroblast cell,1.888212,0.0,Ligand,Receptor,APP,RPSA,1.888212
328,CXCL12,ITGB1,Fibroblast cell,Stellate cell,1.8870516,0.0,Ligand,Receptor,CXCL12,ITGB1,1.8870516
332,VIM,CD44,Endothelial cell,Ductal cell type 1,1.8769246,0.0,Ligand,Receptor,VIM,CD44,1.8769246
335,APP,RPSA,Endothelial cell,Fibroblast cell,1.8749409,0.0,Ligand,Receptor,APP,RPSA,1.8749409
336,S100A10,CFTR,Ductal cell type 1,Acinar cell,1.8708847,0.0,Ligand,Receptor,S100A10,CFTR,1.8708847
337,APP,RPSA,Ductal cell type 1,Stellate cell,1.8700204,0.007,Ligand,Receptor,APP,RPSA,1.8700204
338,HLA-A,APLP2,Stellate cell,Ductal cell type 1,1.8676834,0.0,Ligand,Receptor,HLA-A,APLP2,1.8676834
340,COL6A2,SDC1,Fibroblast cell,B cell,1.8644803,0.0,Ligand,Receptor,COL6A2,SDC1,1.8644803
342,APOE,SDC2,Macrophage cell,Ductal cell type 1,1.8586037,0.0,Ligand,Receptor,APOE,SDC2,1.8586037
